period,direction,year,n,n_symbols,avg_move,net_1,hit_1,lochit_1,xspy_1,xloc_1,xloc_lo_1,xloc_hi_1,t_1,net_3,hit_3,lochit_3,xspy_3,xloc_3,xloc_lo_3,xloc_hi_3,t_3,net_5,hit_5,lochit_5,xspy_5,xloc_5,xloc_lo_5,xloc_hi_5,t_5
all,-1,2016,541,332,0.07073101780764096,-0.006444004751073683,0.3456561922365989,0.48428835489833644,-0.0059440047510736825,-0.00561650702370894,-0.007073191526987839,-0.004125155860866311,-7.203466861858861,-0.013640886019194264,0.34935304990757854,0.4794824399260628,-0.008853905810067257,-0.011880691015798077,-0.015362230585996457,-0.008798544871093295,-7.2168009919536535,-0.014456494229877673,0.38817005545286504,0.477818853974122,-0.0058485914636069725,-0.011715777525857113,-0.01581084264303769,-0.0076791442204868846,-6.031859716782748
all,-1,2017,2105,480,0.05410793700986602,-0.0001910149846871219,0.48741092636579575,0.4632779097387173,0.0003089850153128785,0.0006164085822050973,2.3045643273693807e-05,0.001219390059359941,1.999380146217965,-0.0020002063621775675,0.45700712589073633,0.44608076009501185,-0.0003740099820189335,0.00044771098172786576,-0.0005746654593899773,0.0015331876889183634,0.8362722272555347,-0.0033608873854392603,0.4437054631828979,0.4368646080760095,-0.00038368722317118283,0.000361446939182736,-0.0010348628874425178,0.0017841285674080772,0.5388030237062358
all,-1,2018,2058,480,0.06586816020889867,-0.0009573473434630677,0.4630709426627794,0.4741496598639456,-0.00045734734346306727,-0.00046598108368726987,-0.0012511625579674512,0.0003539939813881496,-1.2013379201991974,-0.000313074072680063,0.4849368318756074,0.4620991253644315,-0.00039787694342639546,0.0011968233883416681,-0.00014558072320998953,0.002560485842979205,1.73459689181419,-0.0014848439756505306,0.46938775510204084,0.43896987366375123,0.00045333850832009014,0.0016611924206176524,-5.081470008467929e-05,0.0033993839053096777,1.8800198529512344
all,-1,2019,1877,487,0.07006005416045635,-0.0011753578010415008,0.44805540756526374,0.47623867874267445,-0.0006753578010415006,-0.0005321375445360495,-0.001225373616817746,0.0002320959426314755,-1.436432368011646,-0.004293030172624531,0.4144912093766649,0.45450186467767717,-0.00040297732038576333,-0.0021535759153667594,-0.00353684512280342,-0.0007144818183966948,-2.9638070578317093,-0.0034662502832629185,0.4299413958444326,0.43750665956313267,-0.0015163041841037672,-0.00039966301283530527,-0.00210954968224966,0.0013622568838924046,-0.4408955004545551
all,-1,2020,2513,495,0.12365332672620447,-0.0017399760039292585,0.48388380421806604,0.48535614803024274,-0.0012399760039292582,-0.0009281438572736639,-0.0021660058583603367,0.00023177898413300423,-1.586679633673544,0.009795222127736574,0.5527258257063271,0.46179864703541584,0.007755717153331887,0.012765009469022493,0.01059418163159477,0.015163728068629022,10.365650213088653,0.009896380620509312,0.5224830879426979,0.4434142459212096,0.007897268865407253,0.015362795157157612,0.012758068385768616,0.018420777878356435,10.124419306463038
all,-1,2021,2243,499,0.0746758976396639,-0.0019640793211182445,0.4400356665180562,0.4873829692376281,-0.0014640793211182438,-0.0012867559004387475,-0.0021271965903652272,-0.00040055650327897437,-2.84711523597042,-0.0037266710954171273,0.4360231832367365,0.4732946946054391,-0.002425172950707876,-0.0019057032422191951,-0.003327108410830018,-0.0004760342257574866,-2.490514060976647,-0.00607878029917975,0.4257690592955863,0.4637539010254124,-0.0024877507252379877,-0.002903855972409064,-0.00475748483750019,-0.00103081234710863,-2.9681440934602152
all,-1,2022,2033,503,0.09571858761708711,-0.0022175239032590464,0.4589276930644368,0.4929168716182981,-0.001717523903259046,-0.0017158993943676372,-0.002772174461414123,-0.0006803130317614253,-3.1668443083878555,0.0027971788558302634,0.5105755041810133,0.48986719134284307,-0.000978696213237975,0.0032461053126934176,0.0013548807404173374,0.005177969448541083,3.228540932690734,0.0037327312026533624,0.5130349237579931,0.49075258239055586,-0.0031770832720151307,0.003998329172189037,0.001495113420388617,0.006470452329469113,3.2356811305848936
all,-1,2023,2079,503,0.07993310923443038,-0.0010626588684625364,0.4713804713804714,0.4758537758537758,-0.0005626588684625359,-3.6514525169377356e-05,-0.0009046267886029382,0.0008729841973020372,-0.08211263574117711,-0.0017677136464012387,0.46464646464646464,0.4797979797979798,0.0008852326060008981,0.0004675737554755035,-0.0010793274746808469,0.0019647733610562036,0.6221076473043031,-0.0020659719661078636,0.4858104858104858,0.46570466570466573,0.0013090673762520856,0.0021217500543580263,0.00019499750742736158,0.004212701109559043,2.1808907294083713
all,-1,2024,2343,509,0.07618867798834565,-0.0002187250652258651,0.49167733674775926,0.4810499359795134,0.0002812749347741354,0.0005443196174859724,-0.00031329382975912135,0.001454953642765509,1.2789413903908784,-0.003910557898784009,0.45027742210840804,0.464404609475032,-0.0016607735530362775,-0.0012854699758936582,-0.003044765493291513,0.00021530870281161448,-1.5865477690211198,-0.004659847564880444,0.4664959453691848,0.460179257362356,-0.001893505881452771,-0.0004002271447563311,-0.002431157438114645,0.0014470500210204474,-0.4039299306156043
all,-1,2025,2025,504,0.0898679265578276,0.00226694050576453,0.5323456790123456,0.4774814814814815,0.0027669405057645304,0.0034899416230719203,0.002633133407439775,0.004432320303693519,7.310272681011037,0.0021532993231839458,0.5116049382716049,0.4679506172839506,0.0048777985874903715,0.005172672256062345,0.003543566441881026,0.006984402627778571,5.960153636387412,0.0016856045963350983,0.5130864197530864,0.4653333333333333,0.002384220131813317,0.0063703902012621876,0.004277852803750192,0.00847555224633611,5.7910949081683505
all,-1,2026,1738,503,0.10008395955897072,-0.00155249530530307,0.4626006904487917,0.49568469505178364,-0.0010524953053030696,-0.0007320571014409086,-0.002083185351764064,0.0003269932791450396,-1.2321326524891365,-0.0023875120767578913,0.4743811168681635,0.488837744533947,0.0013681060231855707,-0.00015339772420399305,-0.0024258258944209587,0.0020984105181730034,-0.13393485015981166,-0.00528414060587461,0.46317606444188725,0.4767548906789413,0.001981711137897202,-0.00091022096041318,-0.003919267268032925,0.0020017199746587334,-0.5803050460658451
all,1,2016,246,190,-0.06587353907157499,0.001661473306510096,0.5487804878048781,0.5272357723577237,0.0021614733065100965,0.0016605695537114736,-0.00048100520395400316,0.0037967173992996613,1.5255086142727547,0.015259558775834582,0.7317073170731707,0.5386178861788617,0.006140773381797727,0.013978876659965998,0.010805212581135449,0.017097631595098865,8.29824382638419,0.01910615397852625,0.6788617886178862,0.5532520325203253,0.002841092813321406,0.016268587093465774,0.011168014030441127,0.021656066027496267,6.033006288105669
all,1,2017,1404,464,-0.05343587624877871,0.0005043137458146183,0.5156695156695157,0.5096866096866097,0.0010043137458146188,0.0007317774025515381,-4.687925892329244e-05,0.0015586512959209322,1.7455658186280902,0.0019315819700241354,0.5377492877492878,0.5373219373219373,0.0003985445998025999,0.000689264785252557,-0.0008608410205281157,0.002178553059641153,0.9293161066285139,0.003952207660459017,0.5527065527065527,0.5629629629629629,0.0011003198390696608,0.000513685046474784,-0.0014033407226638707,0.0022514323875201248,0.5710610271590153
all,1,2018,2959,482,-0.06572776050659407,0.0017499120854320173,0.5234876647516052,0.5109158499493073,0.002249912085432018,0.002144996924227469,0.0012560974646281596,0.0029901630541283044,5.025594006021025,-0.0021189993137060875,0.4859749915511997,0.5454545454545454,0.0033563038775971075,-0.0030678071399614856,-0.004404387903888046,-0.001698537764632246,-4.466465483474711,0.0018873819196271728,0.5204460966542751,0.5617100371747211,0.003569282755104166,-0.000607207977188188,-0.002232519686724148,0.0011299071931570373,-0.7032705064088138
all,1,2019,1442,478,-0.06673775281673096,0.00032338895821091917,0.5305131761442441,0.5196948682385576,0.0008233889582109196,0.000549254342784833,-0.0004213938898714412,0.001508116370664123,1.1288732394038086,0.004958024034281375,0.5804438280166435,0.5499306518723994,0.0010793018699102178,0.004052570771219608,0.002103760454652686,0.005898156862395157,3.982672198814578,0.004797835141934464,0.5804438280166435,0.5702496532593619,0.0004067838263808609,0.002249485181127298,-5.6185778992416246e-05,0.00457697536349668,1.9079260306618777
all,1,2020,3173,493,-0.10642361736038931,0.004171113778202595,0.5531043176804287,0.5002836432398361,0.0046711137782025946,0.004517815352165399,0.0030009695139684165,0.006013006580255119,5.900472432139296,-0.021714708230108914,0.43964702174598175,0.5409706901985503,0.004951683325674147,-0.024437726938562963,-0.027742899884439582,-0.021192936305006342,-14.83112988727654,-0.023488937833995957,0.4598172076898834,0.5601638827607942,0.0036021367902476092,-0.029145674017386148,-0.033826537382293353,-0.024525563597891868,-11.919497997448197
all,1,2021,1712,494,-0.06858833511138006,0.0007932740311606472,0.522196261682243,0.5025700934579439,0.0012932740311606475,0.001264365466898408,0.00026965707831481765,0.002369675545141982,2.443258063349035,0.0062256264537492115,0.6051401869158879,0.5325934579439252,0.0031863314331348896,0.004763920944902093,0.0031980973653999195,0.006410064055222303,5.791224390834138,0.01296718564554582,0.6524532710280374,0.5372079439252336,0.0038335233687349164,0.010717495575017314,0.008594933524191219,0.012826840922152484,10.03546475659638
all,1,2022,2495,503,-0.09049168079374215,-0.0029327321920376076,0.40601202404809617,0.509498997995992,-0.0024327321920376076,-0.0026815007913322036,-0.0036841443650548634,-0.0017030681461588256,-5.172346303892751,-0.004863939019419083,0.4088176352705411,0.513066132264529,-0.002756177877481941,-0.004850059956045433,-0.0065792436604453835,-0.002938140076549314,-5.126338248695107,-0.0034901572856876973,0.43687374749499,0.5153907815631263,-0.0009523211313735171,-0.003395270806925208,-0.0055582145604300085,-0.0012756289662058107,-2.979937336810255
all,1,2023,1719,491,-0.06941101687420792,0.00012147728824692492,0.4973821989528796,0.5097731239092496,0.0006214772882469253,0.00030860250200837763,-0.0007176211454160978,0.0012197458833547827,0.6670664204369973,0.0011145280540263854,0.5165794066317626,0.527108784176847,-0.0016372815248320138,-6.754362513615402e-06,-0.0017322125441031693,0.0017320125443780108,-0.007666792421549601,0.0023297839099468117,0.5171611401977894,0.537521815008726,-0.0015899423368749164,0.00011658529502245794,-0.0023044269480663217,0.002463403361035651,0.10134765380869286
all,1,2024,1724,504,-0.07255863827941492,-0.00010194231559625325,0.47505800464037123,0.51084686774942,0.0003980576844037472,0.0002816873603467259,-0.0006384315638518033,0.00116817277833989,0.6126741311248611,0.004176960712185026,0.552784222737819,0.5337006960556845,0.0007387765659266135,0.002660069082675448,0.0009823729508864705,0.004325385979127485,3.2362739218393566,0.00862327613708031,0.5980278422273781,0.5410092807424595,0.00045006092063675266,0.005760686945680594,0.0031900225345232614,0.00773805884547267,5.169876038326701
all,1,2025,2084,513,-0.0853126538608845,0.003362777352922447,0.5081573896353166,0.511468330134357,0.003862777352922447,0.003639687871649649,0.0020542359067070295,0.005085759616987293,4.65415321900709,0.009605245906165604,0.5575815738963532,0.5297984644913628,0.001543136308144498,0.007949397487295938,0.005342177233073546,0.010195137473374472,6.406813445634583,0.010833557755509328,0.5964491362763915,0.5362284069097889,0.001849379591119189,0.007935430833060562,0.005267695714932819,0.010154188002582611,6.148702728313548
all,1,2026,1188,470,-0.08901594382479222,0.0014380161401092448,0.5042087542087542,0.4898989898989899,0.0019380161401092455,0.002244884446404714,0.0007914121109602867,0.003705254614592629,3.0661167518819323,0.006969615922568751,0.5698653198653199,0.5116161616161615,0.005083348377586117,0.006080217686016062,0.0030749651326269028,0.009540730267041192,3.782783244060655,0.00564767129201085,0.5286195286195287,0.5255892255892256,0.005671476082082358,0.0028886873103969877,-0.0005672351062893686,0.006781614425521316,1.5115407331015172
