period,threshold,direction,n,n_symbols,avg_move,net_1,hit_1,lochit_1,xspy_1,xloc_1,xloc_lo_1,xloc_hi_1,t_1,net_2,hit_2,lochit_2,xspy_2,xloc_2,xloc_lo_2,xloc_hi_2,t_2,net_3,hit_3,lochit_3,xspy_3,xloc_3,xloc_lo_3,xloc_hi_3,t_3,net_5,hit_5,lochit_5,xspy_5,xloc_5,xloc_lo_5,xloc_hi_5,t_5,net_10,hit_10,lochit_10,xspy_10,xloc_10,xloc_lo_10,xloc_hi_10,t_10
all,2.0,-1,21555,514,0.08316753885971767,-0.0010290094725478364,0.4712131755973092,0.48094177684991885,-0.0005290094725478359,-0.0002510600896316757,-0.0005493674725656584,4.181868047393695e-05,-1.7093390031747109,-0.0006970493540760355,0.4839248434237996,0.47399211319879386,0.00044909986843026407,0.0008946916361948927,0.00045882728305811224,0.0013830642509332454,3.989432390586168,-0.0005091182344843393,0.4738331632179642,0.46872187427511014,0.0007010967846382955,0.001647375243426481,0.0010927212145507902,0.0021270035649313002,5.897969183365827,-0.0012348742664113834,0.47204824866620276,0.45800046392948274,0.00039337722661088694,0.0024172858953429906,0.0017117500347716519,0.003080751650264341,6.8708623578774874,-0.006267245086093784,0.43726218097447794,0.4444444444444444,-0.0011568881005958854,0.0008407693689493739,-0.00012022430020395797,0.0018695503810147436,1.6322345593765457
all,2.0,1,20146,514,-0.07896289076003309,0.0011310642358710122,0.5046659386478706,0.5078129653529238,0.0016310642358710124,0.001471875931643704,0.0011136576503724613,0.0018076413855193207,7.501773931374421,-0.001353876194957603,0.5021840563883649,0.5205946589893775,0.0014608064145652908,-0.0016281375253078478,-0.002203525206505907,-0.0010684986280541185,-5.405144082568826,-0.0012716514528284416,0.5133028889109501,0.5331281643998809,0.0017652113540680887,-0.0025786303009549794,-0.003294044679569447,-0.0018837705995177116,-6.75243445117283,0.0004900093774385988,0.534944902213839,0.5456418147523081,0.001868509553240059,-0.0022997480215297982,-0.0032469685918078747,-0.0012608093616417197,-4.497690253138973,0.0032256976680244778,0.5552742616033756,0.5676362553360468,0.0031117187835151008,-0.004003086111354464,-0.005396370719354493,-0.002762892707890964,-5.8518205319051155
all,2.5,-1,9978,514,0.1041894669102093,-0.0012752678190018542,0.4764481860092203,0.48529765484064946,-0.0007752678190018539,-0.000562862556859887,-0.0009958227582105362,-0.0001410753099444635,-2.3971633976057753,-0.0010610073289411565,0.48626979354580074,0.47552615754660255,0.0006767186837712763,0.00035922618695247003,-0.00032349418609015876,0.0010176925449129196,0.9985901452100316,-0.0003170184895453673,0.4783000902074772,0.46609540990178383,0.0008547095964001989,0.0017850284368508172,0.0009502784453556346,0.0025481015613834242,4.135560893883301,8.276668703423408e-05,0.4851673682100621,0.45919021848065744,0.0014846922993459522,0.0036725321922085117,0.0026140515566232783,0.004648135031799918,6.851113107621812,-0.006643130895073502,0.44066947284024854,0.44405692523551804,-0.0011547700984348352,0.0006877781240383105,-0.0009694351561570974,0.002200511384359312,0.8494158550407737
all,2.5,1,10628,513,-0.09520973280511894,0.0017426836024548593,0.5101618366578848,0.5090327436958977,0.0022426836024548595,0.002094881478449418,0.0015510409855778277,0.0026865506577821692,6.940492476728936,-0.003551096605006706,0.48315769665035757,0.5203142642077531,0.0012082652659416865,-0.0038797737701134344,-0.004854072392400179,-0.0029362355112784733,-8.011222849204088,-0.004653995242293607,0.49228453142642076,0.5301656003010914,0.0013178818617467726,-0.0059495247869918826,-0.00717006177753196,-0.0046550113112510914,-9.712881028962192,-0.0026995209971435725,0.5230523146405721,0.5459446744448626,0.0017465823349691204,-0.0057598067106014025,-0.007413137616825076,-0.004036683953768874,-6.8861009722667905,-0.002119372043395044,0.5506728145290298,0.5694768535942792,0.002677267992990239,-0.00958973947856525,-0.011675863823701725,-0.007732629316624136,-8.899974699169052
all,3.0,-1,5117,514,0.12462494144677552,-0.001346436441348918,0.4797733046707055,0.48254836818448305,-0.0008464364413489179,-0.0004980852794127659,-0.0011795262216257496,0.0002481383133671632,-1.4027641858106714,-0.0008457316136715118,0.48915380105530587,0.4746922024623803,0.0012276158330455725,0.00069159203451117,-0.0002709487681524592,0.0016523526718625417,1.3687402251151992,0.000802697622149755,0.4950166112956811,0.46925933163963257,0.0013941651624701913,0.0031307352468847092,0.0018880058879925108,0.0044047087811695486,4.8991217307051205,0.001980129332002716,0.4987297244479187,0.456204807504397,0.002669136089266166,0.005648993094003155,0.004004896837279891,0.007164576739453333,7.0063632770258,-0.006247601631244717,0.44088333007621655,0.4444791870236466,-0.00165295696645145,0.0013537258744784715,-0.0007976226721007432,0.003690672223662733,1.119479494451027
all,3.0,1,5895,509,-0.11115171557056328,0.002775564061814387,0.5143341815097541,0.5063273960983885,0.003275564061814387,0.0031438574875695866,0.002209357351535301,0.004136767418193655,6.946884451298276,-0.006385046599030362,0.46157760814249366,0.5261916878710772,0.0009422595757727219,-0.0069435856383356625,-0.00854278788849807,-0.00572919914774274,-9.493696610366017,-0.00808008439381507,0.4741306191687871,0.5331128074639525,0.001466721777401194,-0.009401091524566585,-0.011288332252216905,-0.007900996863295201,-9.851264228639128,-0.008012731378124137,0.5053435114503817,0.5478371501272264,0.0014254322703104198,-0.011221792369802414,-0.01377788977332786,-0.008786281992710565,-8.717521418452728,-0.009927868701253157,0.5235833050559892,0.5684139100932994,0.0017054500221078646,-0.01766646669878501,-0.02049330493695044,-0.014400775473653201,-10.871339106540717
train,2.0,-1,13370,503,0.0816796425207964,-0.0015969241771852832,0.45946148092744954,0.48032161555721764,-0.0010969241771852827,-0.0009278866075070762,-0.001267376446355394,-0.0005519890709714698,-5.007230279578383,-0.0008435378474835184,0.4816753926701571,0.4703889304412865,-6.250540531915794e-05,0.0005698879585504592,6.021684904596562e-05,0.0010884864032362279,2.070460371568332,0.00012345974192405583,0.47359760658189975,0.4652580403889304,0.00036711231421395797,0.002044808290285395,0.0013920246124568328,0.002718176891423283,5.687902050218277,-0.00042139485303012295,0.4658189977561705,0.4528721017202693,0.00014374866118370403,0.0027908104100908063,0.0019505417027787545,0.003581192512213755,6.25602031514445,-0.00363297768754496,0.4379207180254301,0.43804038893044134,-0.0005155848680663784,0.002739649407472094,0.0015156858988186748,0.003939723291456006,4.129866700119254
train,2.0,1,13431,503,-0.07913299493270905,0.0010451163734277954,0.5088973270791453,0.5081900081900081,0.001545116373427796,0.0013687933558079988,0.0008856829457170902,0.0018813323079381612,5.55877434622023,-0.003128166809678568,0.4873054873054873,0.5212270121361031,0.0013106514774812925,-0.003328511720046883,-0.0041057907541295425,-0.0025078853624670304,-8.254541753794877,-0.004693089147927996,0.49594222321495046,0.5362445089717817,0.0020734025866904196,-0.005979694540013581,-0.00692345696313923,-0.004955782300154642,-12.10366163410742,-0.0028505893485993097,0.5201399746854293,0.5505100141463778,0.0021598078070194484,-0.005690697374662057,-0.006955791404759159,-0.0044150580797898365,-8.260688740326765,-0.0023709068985287643,0.5374879011242648,0.5744099471372199,0.0028852851220329202,-0.009522505588735235,-0.011307389164896662,-0.007884641699413365,-10.338437327564737
train,2.5,-1,6147,503,0.10252020274242242,-0.0020613208619301975,0.46006181877338537,0.4842199446884659,-0.001561320861930197,-0.001415110305829122,-0.001988840652193707,-0.0008655457613605463,-4.741364271104423,-0.0012833667056700454,0.4834878802667968,0.47218155197657397,0.0002470153169484322,3.4132961387099444e-05,-0.0008306015721241797,0.0008347101659194326,0.07789251327422801,0.0006099945457830542,0.4777940458760371,0.4599967463803482,0.000588717199939044,0.0026225129539552776,0.0014632682948261674,0.003695261074346524,4.7202858949634345,0.0011562756764549678,0.47714332194566456,0.45433544818610705,0.0013807361203860668,0.004386873501229666,0.0031492148896279716,0.005708498963030703,6.373913664584199,-0.00424380159939486,0.4410281438099886,0.43619651862697256,-0.0004743746876286779,0.0023032322386407214,0.0003478099760617051,0.004356381925535234,2.184161529211667
train,2.5,1,7224,501,-0.09531494578355316,0.0018469811490907507,0.5138427464008859,0.5057308970099668,0.0023469811490907507,0.0023075893163284986,0.0014949783764969303,0.002985079036815271,6.004975499835403,-0.006074601256641059,0.46470099667774084,0.5211794019933554,0.0015156391056296665,-0.006345152030733246,-0.007505489493367635,-0.00507751469509993,-9.726214304791625,-0.010190561444794138,0.4631782945736434,0.5326688815060908,0.001932844384691986,-0.011535781549131326,-0.012948087484341526,-0.009936777108634163,-14.615330240344017,-0.008362614128819576,0.49570874861572534,0.5528931339977852,0.0024839789961950804,-0.011501267153435198,-0.013607427086645805,-0.00903303199212454,-10.101399065253412,-0.011009833594308554,0.52062569213732,0.5770071982281285,0.002406686606230106,-0.018782702757964186,-0.021598323440863577,-0.016361980593196983,-12.888210546721668
