period,portfolio,n,ann_return,ann_vol,sharpe,t_stat,hit,max_drawdown,mean_period,total_return,turnover
all,G1,519,0.2023714421771896,0.2691235858847519,0.8203010602635832,2.591524267442667,0.5606936416184971,-0.5030141666447414,0.004245430054676913,5.292849159822551,0.8538311992945986
all,G2,519,0.1408640813684805,0.21878501084580831,0.7121052917172104,2.2497083495985057,0.5703275529865125,-0.4271545010743045,0.0029961146917636037,2.7259619833396314,0.8944865417162643
all,G3,519,0.10100103817439021,0.19187263539014948,0.5979165760028349,1.8889593000400078,0.5529865125240848,-0.3700451170199933,0.0022062274842522796,1.6126045248317826,0.8961065179976799
all,G4,519,0.0832272433814727,0.1854452979356769,0.5242572412959681,1.656252111589965,0.5722543352601156,-0.3735945043679135,0.0018696353905205167,1.220895154643722,0.8914128387038761
all,G5,519,0.06483021412333145,0.18023579837987064,0.4395506212044622,1.3886439464735543,0.5549132947976878,-0.38749686421561325,0.0015235145604068144,0.8718844358913025,0.8887233242413515
all,G6,519,0.05861281250921646,0.17401232365817537,0.41565146150357113,1.3131408716433868,0.5394990366088632,-0.3573728961470175,0.0013909322432337124,0.7656139263051347,0.8935727986106918
all,G7,519,0.054654441234160744,0.17130103928514284,0.3972658934210027,1.2550565314361641,0.5452793834296724,-0.3481511481919436,0.0013086934695299725,0.7008163879890315,0.8928826551827951
all,G8,519,0.03639163993605887,0.17462780349557877,0.293103581568906,0.9259832533510408,0.5317919075144508,-0.32905329495558344,0.0009843083585781781,0.42869812348842706,0.8954654001558808
all,G9,519,0.012526263910774382,0.17772892832163684,0.16033829693089924,0.5065464469390498,0.5606936416184971,-0.3417467496779437,0.0005480144938931754,0.13229347512246203,0.8967587643018508
all,G10,519,0.05442146627649014,0.20692501560850504,0.36125530241067455,1.141290592308606,0.5549132947976878,-0.40766297471274526,0.00143755305942277,0.6970701984233476,0.8503755278604698
all,universe,519,0.1872242049052919,0.1814277789818267,1.0386653371879513,3.2813884529287054,0.5953757225433526,-0.36308031288127784,0.00362389894675808,4.544904892534514,
all,long_short,519,-0.29530035009046374,0.22201286827001043,-1.4576024161487977,-4.604909364031417,0.4026974951830443,-0.9697886254497209,-0.006223201792432538,-0.9695937013826373,
all,long_short_gross,519,-0.15781258025842027,0.22194666639691635,-0.6594782249200679,-2.0834470495274107,0.4662813102119461,-0.8381777813330791,-0.0028147883381224015,-0.8198965860046427,
all,top_minus_universe,519,-0.11385309668731647,0.11843508119699224,-0.9599350546510486,-3.0326609458455858,0.4296724470134875,-0.7362592119846287,-0.0021863458873353104,-0.7007275445952704,
all,bottom_minus_universe,519,0.023501777972836813,0.13521156002667495,0.23902998830427866,0.7551520354466317,0.47591522157996147,-0.2949830954056851,0.0006215311079188343,0.2609329765450781,
train,G1,329,0.17699033882386117,0.28422032380969176,0.7156954632853685,1.8002156854699594,0.5653495440729484,-0.5030141666447414,0.0039118306985402845,1.8039785151222612,0.8487738986171975
train,G2,329,0.16569367008829405,0.2356791042283983,0.7681355797289317,1.932120280388332,0.5775075987841946,-0.4271545010743045,0.003481413564547616,1.6379989510353816,0.8951143854036473
train,G3,329,0.11159958510419266,0.2050295803560184,0.618659702636405,1.5561379913486533,0.5653495440729484,-0.3700451170199933,0.002439298831052332,0.953043158712404,0.8957377331712613
train,G4,329,0.07536231893804435,0.20074963400475895,0.46233599676007775,1.1629311013153878,0.5775075987841946,-0.3735945043679135,0.0017848804257079047,0.583597781114708,0.8890999901868527
train,G5,329,0.06920172825842341,0.1942889947965324,0.4423962843355984,1.112775993575107,0.5683890577507599,-0.38749686421561325,0.0016529371035631608,0.5270673207456527,0.8876552636834338
train,G6,329,0.06391548536709823,0.19012066769827918,0.42254896603463704,1.0628532882446984,0.5623100303951368,-0.3573728961470175,0.0015449094530331287,0.4799237590833636,0.8909504980288694
train,G7,329,0.04529076623039652,0.18697408466659304,0.3315747557073685,0.834022439362971,0.5562310030395137,-0.3481511481919436,0.0011922285855179699,0.32346280556257234,0.8951057549062436
train,G8,329,0.012881592469916159,0.18659808538892794,0.1633268442545331,0.4108221470842046,0.541033434650456,-0.32905329495558344,0.0005860860852021443,0.0843496205323866,0.89460120845855
train,G9,329,-0.022222503346116196,0.19258809557198542,-0.01850113511994042,-0.046536600202865624,0.5501519756838906,-0.33059703236704896,-6.852112266671734e-05,-0.13253997539348217,0.8961301467492513
train,G10,329,-0.0172512595024914,0.21375685056875143,0.02795637806264458,0.07031972798356836,0.5623100303951368,-0.40766297471274526,0.00011492052553808151,-0.10425528825769914,0.8578037932498227
train,universe,329,0.17229853108420934,0.1964437572525871,0.9090934361865624,2.286676872126948,0.6109422492401215,-0.36308031288127784,0.00343434096727218,1.7340063089653288,
train,long_short,329,-0.33104138831448027,0.22664622510511692,-1.6500795446076386,-4.150507067405253,0.3890577507598784,-0.9225085117457322,-0.007192005767470994,-0.9214195559534994,
train,long_short_gross,329,-0.20016477961456836,0.22648774205805886,-0.8675975934448137,-2.1823008199963714,0.46200607902735563,-0.763289038295969,-0.003778850383736954,-0.7566161381044418,
train,top_minus_universe,329,-0.1641469053194019,0.11224943357448555,-1.5377348238967645,-3.8679221709255946,0.3981762917933131,-0.680804910180552,-0.003319420441734099,-0.6783954283679705,
train,bottom_minus_universe,329,0.015395455850272022,0.13883109310038755,0.1788465787558664,0.44985951830824084,0.46808510638297873,-0.2949830954056851,0.00047748973126810547,0.1014898461204512,
test,G1,190,0.24762204038759128,0.24142451439106546,1.0388354795566572,1.985737797303585,0.5526315789473685,-0.2813648698969843,0.004823083676618761,1.2442572672666028,0.862588314678098
test,G2,190,0.0991139613012042,0.18638011331833904,0.6014624081321838,1.1496975805976732,0.5578947368421052,-0.25684571047853566,0.002155781380469183,0.4124198123267784,0.8933993808049536
test,G3,190,0.0828872462541459,0.1671344106436121,0.5608515570058336,1.0720697909724304,0.531578947368421,-0.20311347334920515,0.001802646046898504,0.3377095704091926,0.8967450980392156
test,G4,190,0.09698226151498401,0.15592574751534705,0.6724518396808017,1.285394137183656,0.5631578947368421,-0.21616500217349222,0.002016395303274987,0.40243638954862404,0.895417718504406
test,G5,190,0.057302819921418724,0.15335754963734044,0.4405996251676727,0.8422077859206603,0.531578947368421,-0.17913454611937352,0.0012994092093624031,0.22580347995219907,0.8905727554179569
test,G6,190,0.0494932439424538,0.14232083934892664,0.4107904701990329,0.7852274777854686,0.5,-0.2001390476432353,0.0011243085483705116,0.19304384125755347,0.8981135190918474
test,G7,190,0.07106718938720213,0.14053805996723998,0.5588436597142193,1.068231687997007,0.5263157894736842,-0.18173082942432905,0.0015103616107928618,0.2851259444847456,0.8890331825037707
test,G8,190,0.07839898536444156,0.1520294881422018,0.5725258143480026,1.094385176339984,0.5157894736842106,-0.1911902693884847,0.0016738616635293096,0.31756224785413023,0.8969618163054697
