period,threshold,direction,regime,n,n_symbols,avg_move,net_1,hit_1,lochit_1,xspy_1,xloc_1,xloc_lo_1,xloc_hi_1,t_1,net_2,hit_2,lochit_2,xspy_2,xloc_2,xloc_lo_2,xloc_hi_2,t_2,net_3,hit_3,lochit_3,xspy_3,xloc_3,xloc_lo_3,xloc_hi_3,t_3,net_5,hit_5,lochit_5,xspy_5,xloc_5,xloc_lo_5,xloc_hi_5,t_5,net_10,hit_10,lochit_10,xspy_10,xloc_10,xloc_lo_10,xloc_hi_10,t_10
all,2.0,-1,above_ma200,22131,514,0.04941532046321637,-0.0004810826963042015,0.47607428493967735,0.47691021643848,1.8917303695798993e-05,0.00039140267183648066,0.00012219476401551373,0.0006726129290277752,2.819247545493549,-0.0012380531255449826,0.47173647824318826,0.46831141837241874,0.00020150476935412555,0.0005458344584877634,0.00014761061325030384,0.0009309579996450657,2.5675397688171815,-0.002348307017967404,0.45664452577832,0.4570873435452532,2.9638171148670035e-05,0.0005528681172566425,2.0392783766701433e-05,0.0010506667884795132,2.1447908473436623,-0.0027501509312682693,0.4587889742431089,0.4450137815733586,-0.0006011452314830712,0.002063297796885053,0.0013948333387397837,0.002621300889962264,6.205329453700667,-0.0059402786223830195,0.4361500225937641,0.4237675658578464,-0.0017450503434680762,0.004141301657560232,0.003264351168098253,0.005136088116482704,8.539456353287108
all,2.0,-1,below_ma200,8845,511,0.06301373942880106,-0.00011148743580882361,0.4887507066139062,0.4998756359525155,0.0003885125641911768,2.7027965786168944e-06,-0.0006719426005754591,0.0006624997766848137,0.008451907313008893,-0.003720540236237936,0.45607687959299037,0.49626907857546637,0.0007194996865755374,-0.0035608576498732036,-0.0045579938273845304,-0.0024546649614164777,-6.826529215152815,-0.0029120509689214255,0.46116449971735446,0.4975579423403053,0.001641720399982355,-0.0029642884190415287,-0.004111257783779464,-0.0018887395173561045,-5.0813539651713935,-0.00032859860902268817,0.4767665347654042,0.49398530243075184,0.0019203067711132712,-0.0005130899194245339,-0.0020336204385496505,0.0009585678376200315,-0.6658539001653212,-0.009839572748494644,0.4050203527815468,0.4996269078575466,0.0006010009518198896,-0.010346840663177821,-0.01239715839772453,-0.008338911603062372,-10.15515128253212
all,2.0,1,above_ma200,17506,514,-0.04242157529013462,-0.0005706904883651823,0.5007426025362732,0.51913058379984,-7.069048836518178e-05,-0.000604378025540738,-0.0009004088255603798,-0.0002736937600517077,-3.864656080269721,0.00038794215141637906,0.5209642408317149,0.5396378384553867,0.0007976492625201538,-0.0008511787003829115,-0.0013026736257996281,-0.00038185408860041243,-3.6628945139316627,0.0006744285674679499,0.5331886210442134,0.5534102593396549,0.0004305375679138266,-0.0019825804895530984,-0.002576563634739655,-0.0013495577472010783,-6.845810245583296,0.0025524174892341623,0.5528961498914657,0.5712727065006284,0.0009137985876871484,-0.002488597306646461,-0.003214068440290213,-0.0017395492099023023,-6.608591074433906,0.004988699919327964,0.5675768308008683,0.6017022735062264,0.0018971010477984373,-0.0065041659753658975,-0.00757604551179192,-0.005418598405950184,-11.675046396250968
all,2.0,1,below_ma200,14179,510,-0.058625463472805076,0.00046703703849458676,0.49904788772127795,0.4973975597714931,0.0009670370384945872,0.0010329203912911784,0.0005279665690920678,0.0016015290128413406,4.028416189776239,-0.0029771028273140373,0.4911835237692199,0.5119825093448057,0.00020966994320396104,-0.0027663135316599065,-0.0036203089845401383,-0.0019595320248059246,-7.008775247790694,-0.0036695259083802997,0.4943225897453981,0.5116369278510473,-0.0003566510270255018,-0.0036030790431248487,-0.0045307346091676606,-0.002541870513011804,-7.335910560055685,-0.0030697390230561097,0.5133648353198392,0.5204316242330207,-0.0006757508986063633,-0.0037714582571015433,-0.0049507025289787,-0.0024539569137373065,-5.6300423997545845,0.0014317727193615042,0.5448582310622091,0.522907116157698,0.0005647436495120057,-0.00037015824877816646,-0.0019203361940434947,0.0015061090644618918,-0.43042638601682454
all,2.5,-1,above_ma200,11592,514,0.06249836770407531,-0.0007956886023624275,0.47239475500345063,0.4761300897170462,-0.00029568860236242703,-2.5966000207937605e-05,-0.00043478727827240025,0.00033888994139336597,-0.12581503180555617,-0.0017162402170676856,0.4659247757073844,0.47004830917874396,1.1758937624414147e-05,-6.808409144341806e-05,-0.0006546245511798123,0.0005446220033438568,-0.21917840412434664,-0.0027369214368872553,0.4559178743961353,0.4597653554175293,-0.0003569453007721623,-6.539336825765293e-06,-0.0007106990518455884,0.0007344463072542529,-0.01732087427354314,-0.002510476167313519,0.4612199120006902,0.44528122843340234,-0.0008342358602539858,0.002337154482875838,0.0013865543634046463,0.003297562807037189,4.7726630331205975,-0.004951779401287681,0.43788819875776397,0.4280710835058662,-0.0017903778970412597,0.004555902082052923,0.0031164223174148255,0.005990474430627977,6.438512898951377
all,2.5,-1,below_ma200,4404,511,0.07959598700372053,0.00024235979179753096,0.5047683923705722,0.4983878292461398,0.0007423597917975313,0.00037401855347241503,-0.00048000178451587807,0.0014352761089643287,0.7242356457627325,-0.005195694330563587,0.45208900999091733,0.4939600363306085,0.0013120638591209155,-0.005068943754489236,-0.006675850768603377,-0.003609541339922327,-6.053774897925761,-0.002997910916325751,0.4611716621253406,0.4994096276112624,0.0027781369978971903,-0.0033226816838507526,-0.005006021557214392,-0.001585598366498924,-3.6552553985984972,0.0026666709263416847,0.49659400544959126,0.48764759309718436,0.004088599274269187,0.0028728782885261645,0.00056087692879698,0.005082786947118145,2.4348429987460865,-0.01022191344798159,0.392913922325687,0.4973206176203451,0.0028779189974077884,-0.011134086716760057,-0.014098687752919245,-0.008035300539810733,-7.264754714500876
all,2.5,1,above_ma200,9330,514,-0.049565503381170724,-0.0006707582684265762,0.49764201500535904,0.5184030010718114,-0.00017075826842657572,-0.0006302327520971196,-0.0010527086772754604,-0.0001864088052206111,-2.826001169508157,0.00011975144248781157,0.5195069667738478,0.5409110396570204,0.0007215591696477007,-0.001211953621713644,-0.0019181567242741368,-0.0005498407043113234,-3.69973317522346,8.633279652641495e-05,0.5264737406216506,0.5527545551982852,0.0005248327906133438,-0.0023614073676641633,-0.0031722275288991264,-0.0015161389851932594,-5.787315121491023,0.002049086279906848,0.5501607717041801,0.5772132904608789,0.000733027961700222,-0.003143309288313198,-0.004165532680035333,-0.002117479732525715,-5.954178936768189,0.0029383515532162277,0.5571275455519829,0.6063987138263666,0.0019550618399363762,-0.008738403605279966,-0.010212608926859181,-0.007106144868662298,-10.983235740893127
all,2.5,1,below_ma200,8373,509,-0.07125387512805863,0.0014403979283149342,0.5063895855726741,0.49850710617460886,0.0019403979283149344,0.001892662644168587,0.0012597087731192561,0.0026330730629906688,5.134420250206606,-0.006072022326456218,0.4663162924032489,0.5063059835184521,0.00027069708481515704,-0.005835707541997991,-0.006958354777756332,-0.004708362872311219,-10.041755571748606,-0.007772388570577838,0.47485966798041324,0.5139137704526454,-0.0008985950702101193,-0.008103695211627907,-0.009452520938468895,-0.006712299759316213,-11.34189119396202,-0.006861175245791634,0.49695449659620206,0.5222739758748358,-0.000686522251547104,-0.007891095361663844,-0.009985969015948294,-0.005864060693395187,-7.741009816119984,-0.003297068297042541,0.5323698041089345,0.5286993908993193,0.00033674417642814546,-0.006103818153968763,-0.008269770438324242,-0.0037481454764147293,-4.912793766526259
all,3.0,-1,above_ma200,6742,514,0.07603472800154465,-0.0007469864546229439,0.47760308513794125,0.4775734203500445,-0.00024698645462294355,-6.1816012184440666e-06,-0.0005015949585698879,0.0005612435669990826,-0.021289895502483808,-0.0022006318531961654,0.4638089587659448,0.46674577276772466,-1.4353655611789692e-05,-0.0005025214254639384,-0.0013163105738987775,0.0003472400172973374,-1.1809312947074955,-0.0027950553857113455,0.45876594482349453,0.45665974488282407,-0.0006486813922886886,0.00016952928992580236,-0.0008597362931183786,0.0011658951975350204,0.3251560985036838,-0.0019856783761337178,0.4656579142560451,0.4491990507267873,-0.0011246186220374408,0.0026354107744354324,0.0013946657869622452,0.003966615747978229,3.9828511573377128,-0.003911684206199622,0.4363690299614358,0.42660931474339964,-0.002279231088869967,0.005992911777210015,0.004282378644846536,0.007928675741401523,6.171157715919516
all,3.0,-1,below_ma200,2434,508,0.09534989755957939,0.0009089566376369817,0.5197206244864421,0.49219391947411667,0.0014089566376369821,0.0011734811146177945,-0.00011507433083109957,0.002708356703601338,1.5485524438303084,-0.006958097413043001,0.4527526705012325,0.4965488907148726,0.0021609553740062925,-0.007066898249006156,-0.009571270941379434,-0.004745167508144534,-5.874048659750163,-0.002415836470807577,0.471240755957272,0.49679539852095317,0.0043760740486251115,-0.002574315470831432,-0.005009974422399506,-6.795921605686186e-05,-2.0245939896332534,0.004314093800866979,0.5193097781429745,0.4858668857847165,0.005400972816396818,0.004465873267571253,0.0009907431132121908,0.007952176326762355,2.727707298680658,-0.012399496223141735,0.376078914919852,0.4870994248151191,0.0038647300293803855,-0.011666916520100379,-0.015712764331292116,-0.007414351399234806,-5.473076665795821
