period,portfolio,n,ann_return,ann_vol,sharpe,t_stat,hit,max_drawdown,mean_period,total_return,turnover
all,G1,107,0.18235016594487585,0.28321614156383734,0.7334597921055576,2.190168744069763,0.6074766355140186,-0.3682489122299837,0.01731063769269586,3.4530018294478095,0.281376598806309
all,G2,107,0.1344642704735306,0.21032228436358313,0.7085478056145275,2.115779589064126,0.6355140186915887,-0.3330082770082762,0.012418616088137623,2.080005560645843,0.5730406555145422
all,G3,107,0.12328266084575046,0.18757975479325298,0.7178815938923463,2.1436510164687,0.6261682242990654,-0.30677049491009345,0.011221671112742995,1.8196426731824373,0.6714761066486646
all,G4,107,0.12387435369661515,0.17809385637989394,0.7486775718965584,2.2356102338570993,0.6355140186915887,-0.2882823954468834,0.011111239663682784,1.8329138538347962,0.7118605179808436
all,G5,107,0.11638644380040031,0.17058548535695117,0.7335144809456526,2.19033204925638,0.6542056074766355,-0.251620955116577,0.010427243645705525,1.6689868988776304,0.7318502016191092
all,G6,107,0.13661110854194103,0.17455664696142018,0.8261947801180921,2.467082726830398,0.6542056074766355,-0.290444393692486,0.012018149212870165,2.132367733365739,0.7256906003602475
all,G7,107,0.12587087580704437,0.16398715137064163,0.8089357853946393,2.4155460083841724,0.6542056074766355,-0.25153580354492444,0.011054589590719966,1.8781044339635913,0.720030689945495
all,G8,107,0.1470844747753639,0.16270874364806043,0.9300644172337907,2.777245649348081,0.6542056074766355,-0.23443431368651546,0.012610801069989633,2.3993222199254074,0.6796453361619056
all,G9,107,0.135884813506159,0.17157698780978198,0.8323041740544315,2.485325858612943,0.7009345794392523,-0.2301683968509961,0.011900353593813988,2.1145653484188274,0.5745226595311022
all,G10,107,0.3053100158698918,0.2479954820052995,1.207156078036837,3.60466318643084,0.6822429906542056,-0.23083558642700186,0.0249474377856977,9.759206132306263,0.2710300288339635
all,universe,107,0.17225681488925293,0.18128683300335438,0.9734390440353226,2.906765703383618,0.6728971962616822,-0.2719546046851553,0.014705973451248041,3.125275888602598,
all,long_short,107,0.05171638881300922,0.2339575892396266,0.33397302745024643,0.9972697807797668,0.5514018691588785,-0.39595254882731623,0.006511293697776609,0.5676997429732322,
all,long_short_gross,107,0.06568932203804367,0.23404142086059548,0.39050046398036253,1.1660651612535065,0.5607476635514018,-0.3614793632929909,0.007616106953057153,0.7634899022041655,
all,top_minus_universe,107,0.11820451051394731,0.14742769744030357,0.8336125039405134,2.4892326347638254,0.5981308411214953,-0.15830537758268803,0.01024146433444966,1.7079941452362228,
all,bottom_minus_universe,107,0.021460392158186403,0.14414401615313582,0.21683849063958405,0.6474968223503282,0.45794392523364486,-0.24661055739683646,0.002604664241447816,0.20844063400395796,
train,G1,64,0.17535448292448597,0.33840726618902195,0.6446879748666758,1.48884310333036,0.640625,-0.3682489122299837,0.018180591259964057,1.3671946097137648,0.29281879939475786
train,G2,64,0.13428684619150566,0.2513810937461601,0.629791384948195,1.4544409025325904,0.671875,-0.3330082770082762,0.013193137265015519,0.9581927767797855,0.5763244047619047
train,G3,64,0.1346286934000389,0.22161718424023544,0.6853168410196459,1.582671450571506,0.640625,-0.30677049491009345,0.012656499051598916,0.9613423151462832,0.6802650471757852
train,G4,64,0.1402765163115356,0.20829917925254643,0.7385274607756672,1.705556113131049,0.640625,-0.2882823954468834,0.012819555327919889,1.0139760172307049,0.7150635606636271
train,G5,64,0.13123361044619042,0.1968160291651764,0.7277341869105464,1.6806301148451896,0.625,-0.251620955116577,0.01193581274629017,0.9302442492523826,0.735353156887755
train,G6,64,0.11557317871515216,0.2055248463876205,0.6388614184603967,1.4753872476919048,0.625,-0.290444393692486,0.010941824574337532,0.7919381218935686,0.7297774528694456
train,G7,64,0.12620392622415455,0.1870518150592375,0.7324246307206278,1.691462230830667,0.640625,-0.25153580354492444,0.011416779714198768,0.8849110670128952,0.7229465303408596
train,G8,64,0.1083399476112703,0.18450446509711704,0.6528329554277229,1.5076531302082192,0.625,-0.23443431368651546,0.010037549603246841,0.7308360373375657,0.6874033699250977
train,G9,64,0.12161321392511448,0.18548044570824432,0.7144661423688995,1.6499888784942305,0.671875,-0.2301683968509961,0.011043291544169453,0.8442931709461621,0.5892004145408163
train,G10,64,0.20393927187575378,0.23677267984025455,0.9069278984771151,2.094460265285376,0.671875,-0.23083558642700186,0.01789464574535974,1.6908599786565937,0.28408727553521407
train,universe,64,0.15890957495024893,0.2110952130365996,0.8087075295429949,1.8676300395093013,0.640625,-0.2719546046851553,0.01422619068609839,1.1958243942768512,
train,long_short,64,-0.0415433144665851,0.22135373433056807,-0.07899866066901633,-0.18243959201150592,0.53125,-0.3818965130308114,-0.0014572207121833448,-0.20251972055777268,
train,long_short_gross,64,-0.02815940615617185,0.2215527074652775,-0.01643357370593826,-0.03795171281148404,0.53125,-0.3614793632929909,-0.0003034085623234013,-0.14130251692373597,
train,top_minus_universe,64,0.038905083233901294,0.10853999647111962,0.40557823974915497,0.9366428235865168,0.53125,-0.14544144660753922,0.003668455059261349,0.22575774638525026,
train,bottom_minus_universe,64,0.03491742563229505,0.16587902619766565,0.2860687572993224,0.6606474961340221,0.4375,-0.19287305608484773,0.003954400573865664,0.2008729550498991,
test,G1,43,0.1928395259860165,0.17499885339585164,1.0982350640700254,2.078925423665922,0.5581395348837209,-0.1428921518020897,0.016015823080947844,0.8811304364985242,0.2643463467676874
test,G2,43,0.13472839521736768,0.12971471177748592,1.0422108852857872,1.9728733648444494,0.5813953488372093,-0.10867419711249493,0.011265840383017027,0.5728816882425944,0.5681532147742818
test,G3,43,0.10660530262506707,0.12263048815066319,0.8891211365737962,1.6830791476387854,0.6046511627906976,-0.10651011182767023,0.009086113250259759,0.43760864761240725,0.6583948928408574
test,G4,43,0.09989771451280482,0.1217912942868341,0.844260373761452,1.5981590941941226,0.627906976744186,-0.11557020757027436,0.008568630302957797,0.40662740251006735,0.7070931986390263
test,G5,43,0.09464841716363215,0.12342198657941264,0.7955080020430915,1.505872343984471,0.6976744186046512,-0.11005599710841041,0.00818193149599815,0.3827197775159148,0.7266365007541479
test,G6,43,0.16866031737351572,0.11613409484570522,1.407351126573921,2.6640726860573523,0.6976744186046512,-0.06795049789819274,0.013620120767895486,0.7480334254263863,0.7196078431372549
test,G7,43,0.12537535524134147,0.12402098165731532,1.0174584117665917,1.9260176886953295,0.6744186046511628,-0.0899762608823419,0.010515515918565472,0.5269178924842615,0.7156908344733242
test,G8,43,0.20727305598867019,0.12430419699485333,1.5871473825233564,3.004421505542316,0.6976744186046512,-0.10121366792805231,0.016440756741420762,0.9639770299411874,0.6680984952120385
test,G9,43,0.1574632379216565,0.15053126023234448,1.0503583755419688,1.9882963149821682,0.7441860465116279,-0.11879330217708006,0.013175980830494228,0.6887582719947871,0.5526766985864112
test,G10,43,0.47220761286613033,0.26241843397735165,1.6208289684173194,3.0681797186199877,0.6976744186046512,-0.15801761221092725,0.03544461663643328,2.998426606232322,0.25159598723210214
test,universe,43,0.19240766973581702,0.12685633606773788,1.4586644269507905,2.761207195977606,0.7209302325581395,-0.09812077685326648,0.015420068729610315,0.8786911646280215,
test,long_short,43,0.20758847220231602,0.24851193740294814,0.8871078803088549,1.6792681150370488,0.5813953488372093,-0.26013106623192284,0.01837140816841468,0.9658163134387614,
test,long_short_gross,43,0.22241438600996255,0.24851646439373937,0.9369178601707031,1.7735568851509134,0.6046511627906976,-0.25892435589883334,0.019403292836414256,1.0536800642369446,
test,top_minus_universe,43,0.24757836489096796,0.1876633758417079,1.2804553568542936,2.4238628708215053,0.6976744186046512,-0.15830537758268814,0.02002454790682296,1.2092408987192416,
test,bottom_minus_universe,43,0.001754665456243698,0.10527000719344594,0.06791157715903978,0.12855454076831008,0.4883720930232558,-0.24661055739683713,0.0005957543513375314,0.006301814794174687,
