period,portfolio,n,ann_return,ann_vol,sharpe,t_stat,hit,max_drawdown,mean_period,total_return,turnover
all,G1,118,0.19498951140062837,0.23666748716876182,0.8745206203273683,2.7423345470385914,0.6440677966101694,-0.3142196346787337,0.01724754980751209,4.7643045579806245,0.8506659546256297
all,G2,118,0.14474546428064006,0.19859991901822713,0.7841825399063819,2.4590510736781996,0.652542372881356,-0.3092076995410442,0.012978215743409596,2.778370071006431,0.8926502369790326
all,G3,118,0.136779125126417,0.1856303094649084,0.7882148330961826,2.4716955976163995,0.6271186440677966,-0.31967000665887557,0.01219304694937296,2.5276180112059876,0.9007608290341019
all,G4,118,0.12839133547014425,0.18210408872010023,0.7597607738437941,2.3824689426038534,0.652542372881356,-0.31504656994103675,0.01152962861384186,2.2798511652892595,0.8880073553041847
all,G5,118,0.13903110552365394,0.16361531909779745,0.882909600713304,2.7686408343828157,0.6610169491525424,-0.2741612272993865,0.01203812800460135,2.5969404304678507,0.8941591200129528
all,G6,118,0.14357075215270787,0.16112628466832823,0.9187427842896648,2.8810070553360103,0.6864406779661016,-0.26974996979788357,0.012336134283202418,2.7404158359010635,0.8908495780444227
all,G7,118,0.1424933052551467,0.15863022595607404,0.9240856347622839,2.897761243962506,0.6779661016949152,-0.256759728577481,0.012215659420425268,2.7059056779124955,0.8902723756289389
all,G8,118,0.12418889090550933,0.16974108410787925,0.7782902751308854,2.4405740236480997,0.652542372881356,-0.2688057693982049,0.01100898625427801,2.16169285985887,0.8972907267847636
all,G9,118,0.16181671933566455,0.17713329660641075,0.9405724817694229,2.9494609398513143,0.6779661016949152,-0.2779064214143151,0.013883892032757588,3.3703875413102615,0.8946190703111393
all,G10,118,0.2245734999754634,0.18858412851558698,1.1768837190141235,3.690489172561237,0.6779661016949152,-0.2366245629555036,0.018495132542871787,6.331357995851277,0.8532642451138406
all,universe,118,0.1803342116994111,0.17325619614833787,1.0506628513739638,3.2946839304192954,0.7033898305084746,-0.27391435493924987,0.01516948742195162,4.105627425545623,
all,long_short,118,-0.03786067219380418,0.15795767898502605,-0.16372089767263187,-0.5133983845821247,0.4830508474576271,-0.5576967949977218,-0.002155081083142824,-0.31581532570433424,
all,long_short_gross,118,0.0023999379471153492,0.15797920691624676,0.0951603194463649,0.2984051209990982,0.5169491525423728,-0.46487254974762426,0.0012527793163361184,0.023851110870058312,
