rule,kind,hold,period,n,net_ret,hit,avg_bars,early_exit,per_bar_bp,rand_net,rand_hit,rand_avg_bars,rand_per_bar_bp,excess,excess_lo,excess_hi,excess_bar_bp,profit_factor
take 8% / time 20,target,20,test,265,0.019028676851391636,0.630188679245283,15.543396226415094,0.4339622641509434,12.24229027826847,-0.008469835928935666,0.48188679245283017,17.032075471698114,-4.9728736483171625,0.0274985127803273,0.017960091371450982,0.03720871278781607,17.21516392658563,1.834793247288445
take 8% / time 20,target,20,all,698,0.01762302322947623,0.666189111747851,14.505730659025788,0.4699140401146132,12.149007618937688,-0.006039530207995331,0.5269340974212035,16.654441260744985,-3.62637816150019,0.02366255343747156,0.016312598572426795,0.03028659965185504,15.775385780437878,1.64854776004429
take 5% / time 60,target,60,train,433,0.025218306408354135,0.8683602771362586,19.92378752886836,0.8452655889145496,12.657385736429049,-0.008820351886429448,0.7288683602771363,27.67852193995381,-3.186713476089673,0.03403865829478359,0.026612316120104496,0.04148695541115648,15.844099212518723,2.382570513807277
take 5% / time 60,target,60,test,265,0.023142666504825223,0.8377358490566038,22.335849056603774,0.8226415094339623,10.361220854500226,-0.014981153880829405,0.6679245283018868,30.71622641509434,-4.877276810756766,0.03812382038565463,0.02720493284521438,0.049185874425423805,15.238497665256993,2.1320522714726016
take 5% / time 60,target,60,all,698,0.024430276932085996,0.8567335243553008,20.839541547277936,0.836676217765043,11.723039528802436,-0.011159338316968113,0.705730659025788,28.831805157593124,-3.870495883269105,0.03558961524905411,0.028607990939392192,0.04246859150894554,15.593535412071542,2.280646264618891
take 8% / time 60,target,60,train,433,0.03811951798623936,0.8083140877598153,27.986143187066975,0.7505773672055427,13.6208543390342,-0.014045481196844753,0.6115473441108545,37.59838337182448,-3.7356609346587417,0.052164999183084114,0.041649320867892324,0.06255548979447058,17.356515273692942,2.486302045539632
take 8% / time 60,target,60,test,265,0.029815571363189578,0.7433962264150943,32.12075471698113,0.6943396226415094,9.282338359075702,-0.01904238466017794,0.5528301886792453,40.2766037735849,-4.727902274785825,0.048857956023367524,0.035058226378258506,0.06255172198252569,14.010240633861526,2.0197778786804883
take 8% / time 60,target,60,all,698,0.03496687349468035,0.7836676217765043,29.555873925501434,0.7292263610315186,11.83076960702224,-0.015942586379915375,0.5892550143266476,38.61518624641834,-4.1285794345726075,0.050909459874595726,0.04185630331863842,0.0593003466864921,15.959349041594848,2.2945791603532864
rising 2% +0.25%/bar / time 20,rising,20,train,433,0.0036057416917212623,0.8290993071593533,6.704387990762124,0.7806004618937644,5.378181717241842,-0.003379876697201274,0.7337182448036952,9.547806004618938,-3.539951163195181,0.006985618388922537,0.0008047483736418216,0.013205537536094119,8.918132880437023,1.2147447349790779
rising 2% +0.25%/bar / time 20,rising,20,test,265,0.007947486653624818,0.7886792452830189,7.558490566037736,0.7358490566037735,10.514647844286452,-0.005816244965688605,0.6762264150943397,10.242641509433962,-5.678461908806987,0.013763731619313423,0.007494415749956113,0.01973270399574485,16.193109753093438,1.6720607369508051
