group,hold,target,stop,n,net_ret,hit,hit_lo,rand_net,rand_hit,excess,excess_lo,excess_hi,p,profit_factor,target_rate,stop_rate,avg_bars
,1,0.01,,48426,-0.00015621935105530538,0.6046338743650105,0.6002709942108269,-0.00046111316735697423,0.5823338702349977,0.00030489381630166877,0.00018757481316953158,0.0004222466549024991,0.0,0.9700381973626293,0.4942179820757444,,1.0
,1,0.01,0.02,48426,-0.001497729840302078,0.5415685788625945,0.5371275238318638,-0.001524170987076521,0.5297897823483253,2.6441146774443063e-05,-7.911416578757027e-05,0.00013213664742367707,0.268,0.7495142022760268,0.4346425473918969,0.20534423656713335,1.0
,1,0.01,0.03,48426,-0.0010603504483676733,0.5768388882005534,0.5724325152226863,-0.0012233259729865903,0.5585511915086937,0.00016297552461891666,4.6976743313344394e-05,0.00027593387544325024,0.008,0.8189773304526445,0.4670011977037129,0.08984842853012845,1.0
,1,0.02,,48426,-0.00021736392225526197,0.5141659439144262,0.5097134348804944,-0.0005031559560964886,0.5027154834179985,0.0002857920338412264,0.00013066559243199197,0.0004333041554050172,0.0,0.9655733456824637,0.21345971172510636,,1.0
,1,0.02,0.02,48426,-0.0007532887439105298,0.4814562425143518,0.47700760406739773,-0.0009034622762649394,0.4746066162805105,0.0001501735323544097,2.6908611894716208e-05,0.0002787485287390626,0.008,0.8811842778058391,0.1903316400280841,0.20534423656713335,1.0
,1,0.02,0.03,48426,-0.0006041939031882113,0.5009086028166687,0.4964553652581609,-0.0008338692234096137,0.4909573369677446,0.0002296753202214022,9.42209020736517e-05,0.0003621245013199382,0.002,0.906563613511686,0.2020608763887168,0.08984842853012845,1.0
,1,0.03,,48426,-0.0002797781598105492,0.49539503572461074,0.4909424170208929,-0.0005156263585299838,0.48848345929872383,0.00023584819871943474,7.634368643712903e-05,0.0003937737934517106,0.002,0.9576026252506312,0.0971585511915087,,1.0
,1,0.03,0.02,48426,-0.000506229320043253,0.47144096146698056,0.46699732355710083,-0.0007050009752407708,0.4664622310329162,0.00019877165519751805,6.855288874358338e-05,0.00033719858586817356,0.004,0.9209577327473568,0.0865444182876967,0.20534423656713335,1.0
,1,0.03,0.03,48426,-0.0004613787557172725,0.486990459670425,0.48253982630658876,-0.000689625964257973,0.4803349440383265,0.0002282472085407004,8.4096793206482e-05,0.00037682764288467425,0.002,0.930015571286016,0.0917482344195267,0.08984842853012845,1.0
,1,,,48426,-0.0004507652075595264,0.4871350101185314,0.4826843319687174,-0.0005214192124976752,0.48277165159211993,7.06540049381489e-05,-9.926415293694278e-05,0.00023783807905027515,0.208,0.9333934190430059,,,1.0
