group,hold,target,stop,n,net_ret,hit,hit_lo,rand_net,rand_hit,excess,excess_lo,excess_hi,p,profit_factor,target_rate,stop_rate,avg_bars
2016,2,0.02,,705,-0.0022830725052562398,0.4950354609929078,0.45825538662180143,-0.0005750816901724127,0.5004255319148936,-0.0017079908150838276,-0.0032874098411329613,-0.0002406476428780237,0.996,0.7557755593162749,0.2936170212765957,,1.8212765957446808
2017,2,0.02,,4001,-0.00033423370189507247,0.5168707823044238,0.5013776171086616,-0.0003183805927921228,0.5160959760059985,-1.5853109102949696e-05,-0.0006407715292956531,0.0005726092171196005,0.514,0.9520712676149354,0.23644088977755562,,1.88352911772057
2018,2,0.02,,4548,0.0003894205163540316,0.5697009674582234,0.5552583037684,-0.0004375629046003738,0.5204705364995602,0.0008269834209544052,0.00014157724847602889,0.0014832070360615525,0.0,1.0485080341904476,0.3465259454705365,,1.8043095866314864
2019,2,0.02,,4802,-0.0007075445852490936,0.5231153685964182,0.50897551173182,-0.0006282031794043229,0.5385256143273636,-7.934140584477079e-05,-0.0006859053317892139,0.00048574216109818053,0.636,0.9126184948725177,0.2907122032486464,,1.8567263640149938
2020,2,0.02,,5077,0.0006633991229632118,0.5991727398069726,0.585622109101605,-0.00045189726438659865,0.5749064408115029,0.00111529638734981,0.00027295333240411805,0.0018649134323223777,0.002,1.0681214242095614,0.46602324207208984,,1.7092771321646643
2021,2,0.02,,4779,-0.0002003782307070054,0.5482318476668759,0.5340887066271568,-0.00036174886114695394,0.5452814396317222,0.00016137063043994833,-0.0004638466428396381,0.0007755236173264005,0.298,0.9768885023558468,0.36137267210713536,,1.797865662272442
2022,2,0.02,,5638,0.00021576138144573776,0.5977296913799219,0.5848674797611976,-0.000637220463676706,0.5599148634267471,0.0008529818451224434,7.653850859614123e-05,0.0015295250040842897,0.008,1.0212344020773678,0.46541326711599856,,1.6990067399787159
2023,2,0.02,,5303,-0.00010220417203645085,0.5464831227607015,0.533055036233493,-0.00019674456269242515,0.5349990571374693,9.454039065597418e-05,-0.0004992305880897981,0.0006942476133560964,0.366,0.9877408180155646,0.3364133509334339,,1.8195361116349236
2024,2,0.02,,4843,7.661742175389994e-05,0.5589510633904604,0.5449258775977278,-0.0004212961772569405,0.5335742308486475,0.0004979135990108402,-0.00013856365892950237,0.0011760165690497574,0.038,1.0091122314572236,0.3349163741482552,,1.8176749948379103
2025,2,0.02,,5103,-0.0003534913943364888,0.549872623946698,0.5361898956577932,-0.00026331975387738785,0.5484420928865373,-9.01716404591013e-05,-0.0006882467203013187,0.0006670460261533099,0.6,0.9608746444750094,0.36919459141681366,,1.7734665882814031
2026,2,0.02,,3605,-0.0004468575351005727,0.5814147018030513,0.5652322035211499,-0.0002802764261010872,0.5626074895977808,-0.00016658110899948588,-0.0009991257294644559,0.0006323342926643998,0.656,0.9568664179200078,0.44521497919556174,,1.7137309292649099
