group,hold,target,stop,n,net_ret,hit,hit_lo,rand_net,rand_hit,excess,excess_lo,excess_hi,p,profit_factor,target_rate,stop_rate,avg_bars
Rectangle,2,0.01,0.02,81,-0.000784801306648013,0.6172839506172839,0.508410467539316,-0.0012309591685312896,0.5925925925925926,0.00044615786188327615,-0.002840346713424096,0.003430507687135805,0.362,0.8790825696870145,0.5925925925925926,0.2839506172839506,1.345679012345679
Rising Wedge,2,0.01,0.02,489,-0.0012411502567630291,0.591002044989775,0.5468801388166136,-0.00214211596361215,0.5685071574642127,0.0009009657068491211,-0.00047025184531952427,0.0023700147581185173,0.076,0.8226292700284407,0.556237218813906,0.2903885480572597,1.392638036809816
Symmetrical Triangle,2,0.01,0.02,360,-0.0006961148170182865,0.6333333333333333,0.5823888228419458,-0.0016637172577327276,0.5875,0.000967602440714441,-0.0008385705706200077,0.0024626073923207236,0.068,0.8942598992322195,0.5861111111111111,0.25555555555555554,1.413888888888889
Ascending Triangle,2,0.02,,244,-0.0012557544565460757,0.5450819672131147,0.4823828514080568,0.0012113172917417572,0.5684426229508197,-0.002467071748287833,-0.00554788072978591,0.00025019674567326375,0.96,0.8664914142237716,0.3155737704918033,,1.8155737704918034
Bear Flag,2,0.02,,461,-0.0023135948347746955,0.5683297180043384,0.522733770977666,-0.0011951238668301424,0.5657266811279826,-0.0011184709679445538,-0.0037453318201114113,0.0013293613226439194,0.802,0.8036640248502255,0.43383947939262474,,1.7201735357917571
Bull Flag,2,0.02,,657,0.0013195098797358215,0.593607305936073,0.5556110813144632,0.0007064241926698861,0.5882800608828006,0.0006130856870659352,-0.0012837220216158124,0.0023543283044353395,0.276,1.1590798731790048,0.4063926940639269,,1.7534246575342465
Cup and Handle,2,0.02,,88,0.0011733794189428702,0.6022727272727273,0.4978053825746995,0.0003013020038634858,0.5727272727272728,0.0008720774150793842,-0.0037841401311458044,0.0055579437990198625,0.354,1.1497299993213417,0.375,,1.8409090909090908
Descending Triangle,2,0.02,,154,-0.0031360651033445494,0.4935064935064935,0.41566722863099825,-0.0013568790766033275,0.5227272727272727,-0.0017791860267412228,-0.005910867366424881,0.0024979404040907666,0.848,0.7271299001292961,0.35714285714285715,,1.7792207792207793
Double Bottom,2,0.02,,407,0.00013813066190368012,0.5724815724815725,0.5239605848378686,-0.00023825695208277279,0.5565110565110565,0.00037638761398645315,-0.0020723364733966462,0.0025635923727478876,0.348,1.0151725065811206,0.3931203931203931,,1.7813267813267812
Double Top,2,0.02,,449,-0.00015332571641371034,0.5634743875278396,0.5172528693953856,-0.0011898025380375433,0.534075723830735,0.0010364768216238327,-0.0012888828395043175,0.002883319922562433,0.162,0.9837612383691918,0.41648106904231624,,1.7171492204899776
Falling Wedge,2,0.02,,335,0.0013985720121481122,0.564179104477612,0.5106481278322619,-4.175052108388854e-05,0.5611940298507463,0.0014403225332320013,-0.00067595296624764,0.0037755850434832627,0.114,1.1728283310767593,0.41492537313432837,,1.7522388059701492
Head and Shoulders,2,0.02,,173,-0.0006198372055277943,0.5606936416184971,0.4862139479965603,-0.0014099460211895254,0.5393063583815029,0.0007901088156617312,-0.0039009069629469557,0.0044453939178729415,0.346,0.9375409649098131,0.42196531791907516,,1.69364161849711
Inverse Head and Shoulders,2,0.02,,128,-0.002369737988190756,0.5,0.41465072364379996,0.0006738585074899572,0.559375,-0.0030435964956807126,-0.0072163892076472815,0.001297803397383203,0.956,0.7681925527919121,0.3359375,,1.78125
Inverted Cup and Handle,2,0.02,,52,-0.0045988418113571605,0.4423076923076923,0.31594847188588093,-0.0016076980692186613,0.5173076923076924,-0.0029911437421385,-0.009493698770452893,0.003670309971482463,0.826,0.634975063522431,0.40384615384615385,,1.6538461538461537
Rectangle,2,0.02,,81,-0.0006448585113903925,0.6172839506172839,0.508410467539316,0.0002581861764107491,0.5395061728395062,-0.0009030446878011421,-0.00669525054915048,0.003713155754778175,0.634,0.9282124885328228,0.32098765432098764,,1.7901234567901234
Rising Wedge,2,0.02,,488,-0.0008949892324759341,0.5491803278688525,0.5048198735431592,-0.001859212264049055,0.5020491803278688,0.0009642230315731209,-0.0010972766753930933,0.00289240950797507,0.148,0.9033341771911146,0.3360655737704918,,1.7991803278688525
Symmetrical Triangle,2,0.02,,358,0.00014562894034648015,0.5642458100558659,0.512467304399702,-0.001227819597291541,0.5217877094972067,0.001373448537638021,-0.0010318331293866791,0.0034211619254555965,0.134,1.017225575491012,0.3575418994413408,,1.7737430167597765
Ascending Triangle,2,0.02,0.02,244,-0.00024580945753890085,0.4918032786885246,0.429688620037699,0.0002381546686120302,0.5163934426229508,-0.0004839641261509314,-0.002926300978577065,0.0016500546123028453,0.69,0.9686460556066622,0.29508196721311475,0.2827868852459016,1.6680327868852458
Bear Flag,2,0.02,0.02,461,-0.0023548152314401697,0.4685466377440347,0.4234417053786603,-0.0017883359175673913,0.4661605206073753,-0.0005664793138727785,-0.0022999640835305772,0.0013531158528212854,0.758,0.7685123965419403,0.3600867678958785,0.44468546637744033,1.440347071583514
Bull Flag,2,0.02,0.02,657,-0.0001302834072525587,0.5098934550989346,0.47172121244894294,-0.00045820875671566554,0.4958904109589041,0.0003279253494631065,-0.0011087482673591447,0.0018206394212992628,0.304,0.9845161732043193,0.3485540334855403,0.3607305936073059,1.5646879756468797
Cup and Handle,2,0.02,0.02,88,0.0014366235369054911,0.5681818181818182,0.46398482983322936,-1.8617397438980277e-05,0.5159090909090909,0.0014552409343444714,-0.0022174375572553864,0.00510694770693804,0.218,1.2082246669517007,0.3409090909090909,0.26136363636363635,1.7386363636363635
Descending Triangle,2,0.02,0.02,154,-0.0020307110479536135,0.43506493506493504,0.3592860888184815,-0.0013369317095405378,0.4655844155844156,-0.0006937793384130762,-0.003621494971511282,0.002618901010470225,0.686,0.785861360057329,0.3116883116883117,0.38961038961038963,1.5714285714285714
Double Bottom,2,0.02,0.02,407,-0.0006075835662639139,0.4963144963144963,0.4480011060953168,-0.0005933165603083963,0.49606879606879606,-1.4267005955517406e-05,-0.0017710171765972778,0.0017272889747308308,0.49,0.9287229026045887,0.3366093366093366,0.35626535626535627,1.5552825552825553
Double Top,2,0.02,0.02,449,-0.0032236171612051276,0.42761692650334077,0.3826594906422109,-0.0014758204370569049,0.46748329621380846,-0.0017477967241482232,-0.0035115333026598753,-0.00016386006702516357,0.978,0.6821524981197833,0.311804008908686,0.4365256124721604,1.4988864142538976
Falling Wedge,2,0.02,0.02,335,0.000520793403775393,0.5044776119402985,0.45119022454628416,-0.0007459769068577007,0.4964179104477612,0.001266770310633094,-0.0010266882257416832,0.003361625566049465,0.068,1.0637623163472212,0.382089552238806,0.3283582089552239,1.5880597014925373
Head and Shoulders,2,0.02,0.02,173,-0.001721444928925152,0.48554913294797686,0.41219887798060195,-0.0015924162586225035,0.46936416184971097,-0.00012902867030264805,-0.0037299450157184297,0.003056815748447156,0.564,0.8227086766680964,0.3583815028901734,0.3583815028901734,1.5028901734104045
Inverse Head and Shoulders,2,0.02,0.02,128,-0.001963743170828399,0.4453125,0.36205379206482013,0.0002152086936460809,0.50703125,-0.00217895186447448,-0.005140086059453414,0.0010582918780229866,0.904,0.7719865077528534,0.2890625,0.34375,1.609375
Inverted Cup and Handle,2,0.02,0.02,52,-0.0038798003786385473,0.40384615384615385,0.28159535424282284,-0.0011712402441634146,0.46923076923076923,-0.002708560134475133,-0.007744012845076845,0.0025431001250221146,0.872,0.6514000580064968,0.36538461538461536,0.4423076923076923,1.4230769230769231
Rectangle,2,0.02,0.02,81,-0.0011355439520030915,0.5061728395061729,0.3995059708753621,-0.0005423875239757117,0.4839506172839506,-0.0005931564280273793,-0.00414445342918695,0.0029434878384972476,0.602,0.8563674604203374,0.25925925925925924,0.3333333333333333,1.6419753086419753
Rising Wedge,2,0.02,0.02,489,-0.0005701505719492216,0.49897750511247446,0.45484149435000737,-0.0019288470136686656,0.45623721881390594,0.001358696441719444,-0.000169581674944219,0.003058986143194531,0.044,0.9293120533218867,0.2985685071574642,0.3231083844580777,1.6298568507157465
Symmetrical Triangle,2,0.02,0.02,358,0.00032284041657507795,0.5307262569832403,0.4789774488335566,-0.0015216646953608336,0.47094972067039104,0.001844505111935912,-0.00024067352028601818,0.0036693369684983102,0.032,1.040738855460949,0.3435754189944134,0.29329608938547486,1.6452513966480447
Ascending Triangle,2,,,244,-0.002367308204253014,0.4918032786885246,0.429688620037699,0.0009328718209329983,0.525,-0.0033001800251860123,-0.007035977400440551,2.9180743445062973e-05,0.972,0.7751931995536924,,,2.0
Bear Flag,2,,,461,-0.0030756806397627297,0.47071583514099785,0.42558107567788866,-0.0014728435550951558,0.47765726681127985,-0.0016028370846675741,-0.0048654024491507864,0.0016909336036155585,0.83,0.7865997395534878,,,2.0
Bull Flag,2,,,656,0.0020592118314521563,0.5304878048780488,0.49222985371311206,0.0011120577536236661,0.5126524390243903,0.0009471540778284905,-0.0016648756183321985,0.003444033400375208,0.216,1.2022531611664384,,,2.0
Cup and Handle,2,,,88,-0.0003826560207890777,0.5454545454545454,0.44169880685506685,-3.5480821970774634e-05,0.5318181818181819,-0.0003471751988183031,-0.005257567677662644,0.004671085529340515,0.526,0.9561736443193752,,,2.0
Descending Triangle,2,,,154,-0.003252775577669127,0.44155844155844154,0.3654986929618521,-0.0013428482510329486,0.4675324675324675,-0.0019099273266361795,-0.0068410609618521035,0.0033266521559714448,0.83,0.7565931927751316,,,2.0
Double Bottom,2,,,407,-0.00044939914395614574,0.5110565110565111,0.4626156854347677,3.6426001660513354e-05,0.5039312039312039,-0.00048582514561665855,-0.003461240681997201,0.0023353832335365346,0.606,0.9549467235144572,,,2.0
Double Top,2,,,449,-0.00021348364101087425,0.47438752783964366,0.42861228493302816,-0.0018803223519329602,0.46726057906458796,0.0016668387109220857,-0.0012893798259629202,0.004687897483636631,0.086,0.9808854504825433,,,2.0
Falling Wedge,2,,,335,0.0024293853779230176,0.5164179104477612,0.4630214228365535,-9.94835161884807e-05,0.5122388059701493,0.002528868894111499,-9.712624527499619e-05,0.005264481103236864,0.036,1.2788675484409997,,,2.0
Head and Shoulders,2,,,173,-0.00511974372087639,0.4393063583815029,0.36746360870987665,-0.0009209699238904583,0.4884393063583815,-0.0041987737969859315,-0.010492775720630494,0.0012115997281380616,0.98,0.6459505834820977,,,2.0
Inverse Head and Shoulders,2,,,128,-0.005161350958095081,0.4140625,0.3324500931647407,0.0007784801437620931,0.5140625,-0.005939831101857173,-0.010697466978937278,-0.0003373549563810776,0.996,0.5959352806897045,,,2.0
Inverted Cup and Handle,2,,,52,-0.005331018525837277,0.3269230769230769,0.2152190173110406,-0.0018027999347547442,0.46923076923076923,-0.0035282185910825315,-0.010945113129836188,0.005264573183718299,0.848,0.5995271612050143,,,2.0
Rectangle,2,,,81,0.00038186744143769443,0.5555555555555556,0.44727379297278025,-0.00046556786444997917,0.4888888888888889,0.0008474353058876726,-0.005419688433233902,0.007484990115452838,0.326,1.0356661604527093,,,2.0
Rising Wedge,2,,,488,-0.0005059055598288381,0.5081967213114754,0.46394966541326077,-0.0022067389045779674,0.455327868852459,0.00170083334474913,-0.0007316413028536085,0.004165786600527645,0.06,0.948993357387528,,,2.0
Symmetrical Triangle,2,,,358,-0.00025865401691332424,0.505586592178771,0.45401153297645536,-0.0011554566687479448,0.4798882681564246,0.0008968026518346205,-0.0017135259139737927,0.0035196877530201402,0.236,0.9721787528619409,,,2.0
Ascending Triangle,2,,0.02,244,-0.0010695561233876037,0.4385245901639344,0.37769248407097633,0.00040333294004804126,0.48442622950819675,-0.001472889063435645,-0.004547566620945636,0.0010161572127337089,0.87,0.8743162059445122,,0.3073770491803279,1.8442622950819672
Bear Flag,2,,0.02,461,-0.0020168876034194053,0.3882863340563991,0.344894853272958,-0.0010782361461520147,0.40108459869848156,-0.0009386514572673909,-0.0032312344338190314,0.001815539374901396,0.79,0.8252265981890684,,0.4945770065075922,1.6811279826464207
Bull Flag,2,,0.02,656,0.0014060607178586735,0.4634146341463415,0.42557827794019787,0.0005063928798572324,0.43917682926829266,0.0008996678380014413,-0.001158987978078981,0.002941761459078844,0.168,1.1515147335140146,,0.38871951219512196,1.7820121951219512
Cup and Handle,2,,0.02,88,0.0006113107289751879,0.5227272727272727,0.4196177626380677,9.100031488315747e-05,0.48295454545454547,0.0005203104140920304,-0.0036630915072427767,0.005105814776143389,0.39,1.082756394427123,,0.2840909090909091,1.8977272727272727
Descending Triangle,2,,0.02,154,-0.0005340989220026439,0.4155844155844156,0.34072752354135816,-0.0007413481494585221,0.42467532467532465,0.00020724922745587763,-0.003815997102994926,0.005047044854578504,0.472,0.9479061606032257,,0.4090909090909091,1.7662337662337662
Double Bottom,2,,0.02,407,-0.001380524440923903,0.43734643734643736,0.3899606411093632,-0.00012974542331371222,0.45085995085995084,-0.0012507790176101905,-0.00341071051080057,0.001006276595508009,0.85,0.8512467258189982,,0.3832923832923833,1.759213759213759
Double Top,2,,0.02,449,-0.0024750985731027356,0.3741648106904232,0.3306493503343616,-0.0015144675871242492,0.4158129175946548,-0.0009606309859784862,-0.0030423505022647923,0.0013439639021608919,0.79,0.7721517719163525,,0.46325167037861914,1.7171492204899776
Falling Wedge,2,,0.02,335,0.0010983128039205522,0.45671641791044776,0.40416599731653047,-0.00039142925873625334,0.4591044776119403,0.001489742062656806,-0.0011443187499597686,0.004272779388635569,0.098,1.1250379327649438,,0.3492537313432836,1.8238805970149254
Head and Shoulders,2,,0.02,173,-0.003801167212325398,0.3872832369942196,0.31789279094599,-0.000717813236438182,0.4323699421965318,-0.0030833539758872157,-0.007694764446960773,0.0011330103033931238,0.978,0.682309363358549,,0.41040462427745666,1.76878612716763
Inverse Head and Shoulders,2,,0.02,128,-0.003320742829718309,0.390625,0.3104688157120751,0.0004239787808436415,0.46640625,-0.00374472161056195,-0.007511255071821745,0.0007032501875069071,0.974,0.6585647244991425,,0.359375,1.7890625
Inverted Cup and Handle,2,,0.02,52,-0.0056338047454595275,0.3076923076923077,0.19914562391353519,-0.0014418210748533516,0.42115384615384616,-0.004191983670606175,-0.009719942944858126,0.001856704990580024,0.928,0.5234358520243574,,0.46153846153846156,1.7307692307692308
Rectangle,2,,0.02,81,0.0022886997008703005,0.49382716049382713,0.38771930018551176,-0.000891907144261189,0.4382716049382716,0.0031806068451314903,-0.002205960056712534,0.008721161081309804,0.076,1.2805128778175516,,0.345679012345679,1.8024691358024691
Rising Wedge,2,,0.02,489,0.00034739949695163433,0.4703476482617587,0.4265118004463662,-0.0020005952306432766,0.41451942740286296,0.0023479947275949114,0.00040808854176044816,0.0044711539866644405,0.016,1.0411735135844224,,0.3374233128834356,1.8139059304703475
Symmetrical Triangle,2,,0.02,358,-0.00016708698212361563,0.4776536312849162,0.4264228808947891,-0.001160201854174751,0.4374301675977654,0.0009931148720511355,-0.0014455993146753547,0.003244946105175169,0.176,0.980657966140199,,0.31843575418994413,1.8603351955307263
Ascending Triangle,3,0.01,,244,0.00024117668839736218,0.7131147540983607,0.6534023851995779,0.0005282221172065884,0.7270491803278688,-0.00028704542880922607,-0.002691420408813434,0.0019296237017313931,0.646,1.0353228423421854,0.6967213114754098,,1.848360655737705
Bear Flag,3,0.01,,461,-0.0025581451035693757,0.737527114967462,0.6955182943085668,-0.0009714633176149806,0.7522776572668113,-0.0015866817859543944,-0.004596259574622263,0.0010246133127176757,0.906,0.7386813728215407,0.720173535791757,,1.8112798264642083
Bull Flag,3,0.01,,656,0.0012648649889038808,0.774390243902439,0.7408597791656969,7.999847025585268e-05,0.7570121951219512,0.0011848665186480283,-0.0003028546987228354,0.002551026703071553,0.06,1.2026352460765666,0.7484756097560976,,1.7393292682926829
Cup and Handle,3,0.01,,88,0.001613080094066812,0.7840909090909091,0.6872227423488249,0.00036057364752641556,0.7340909090909091,0.0012525064465403958,-0.0020946186841228364,0.004721333248216084,0.262,1.2904154241025418,0.7272727272727273,,1.7272727272727273
Descending Triangle,3,0.01,,154,-0.0010333110662993593,0.7467532467532467,0.6726392711633615,-0.0016319056536928853,0.7012987012987013,0.0005985945873935262,-0.003482317588984061,0.00435472829297361,0.37,0.8752499991631237,0.7272727272727273,,1.8116883116883118
Double Bottom,3,0.01,,407,0.0010889610194538726,0.7616707616707616,0.7179519755226151,-0.00033281815301247343,0.7287469287469287,0.0014217791724663459,-0.0007752028525260253,0.003409826325851818,0.064,1.1622529249064812,0.7493857493857494,,1.8304668304668306
Double Top,3,0.01,,450,0.0006151388526325935,0.7622222222222222,0.7207718612498577,-0.0008436767838422084,0.7166666666666667,0.001458815636474802,-0.00021671409741850042,0.0032111473762525653,0.066,1.0915583064125964,0.7533333333333333,,1.708888888888889
Falling Wedge,3,0.01,,335,0.001618100124329589,0.7432835820895523,0.6939319989842665,-0.00048031480932488285,0.7205970149253731,0.002098414933654472,0.00027489609093690764,0.003970344159800387,0.026,1.29127296455545,0.7194029850746269,,1.8388059701492536
Head and Shoulders,3,0.01,,173,-0.001562587275523889,0.7341040462427746,0.6637026079898832,-0.0009848781811169884,0.7265895953757225,-0.0005777090944069012,-0.004073183476697479,0.003200362302135398,0.648,0.8224572461421084,0.7225433526011561,,1.8381502890173411
Inverse Head and Shoulders,3,0.01,,128,0.0009969681257643395,0.7578125,0.6767870437261757,0.0010075862788272716,0.7203125,-1.061815306293239e-05,-0.004169452012398584,0.0037857865297830063,0.548,1.1505645290537152,0.734375,,1.7890625
Inverted Cup and Handle,3,0.01,,52,0.0015341056503780136,0.7692307692307693,0.6386595708887027,-0.0016039474843827855,0.6903846153846154,0.003138053134760799,-0.002209819741260812,0.007257752116332768,0.144,1.259524590049616,0.7692307692307693,,1.6923076923076923
Rectangle,3,0.01,,81,-0.0010762060942605366,0.7530864197530864,0.6491553720865343,0.0007955126270269129,0.7271604938271605,-0.0018717187212874491,-0.008099062606233711,0.003308038424955917,0.814,0.8695465619846483,0.7283950617283951,,1.7901234567901234
Rising Wedge,3,0.01,,488,-0.0007488562272179603,0.7172131147540983,0.6756791040975023,-0.001365876750710122,0.6815573770491803,0.0006170205234921615,-0.0013270228239406058,0.002387769909756256,0.246,0.9049243935367196,0.6864754098360656,,1.9118852459016393
Symmetrical Triangle,3,0.01,,360,0.00019107503784475128,0.7305555555555555,0.6824671903951676,-0.00046523838716506626,0.7066666666666667,0.0006563134250098175,-0.0015530428282807098,0.002687096767476067,0.23,1.0273740940808453,0.7166666666666667,,1.9
Ascending Triangle,3,0.01,0.02,244,0.0003377575206950997,0.6639344262295082,0.6025295650130689,-0.0008439083023798501,0.6278688524590164,0.0011816658230749495,-0.0006663510007301651,0.002923729094912564,0.096,1.0543377984512068,0.6516393442622951,0.27459016393442626,1.5204918032786885
Bear Flag,3,0.01,0.02,461,-0.003667777518968201,0.559652928416486,0.514027744635995,-0.0026450214545681787,0.5845986984815619,-0.0010227560644000219,-0.002531786459754677,0.0002556568206996427,0.936,0.5937443802101624,0.5466377440347071,0.4164859002169197,1.3253796095444685
Bull Flag,3,0.01,0.02,657,-0.0013383553646285384,0.6301369863013698,0.5925644385608272,-0.0017180907136008635,0.6092846270928463,0.0003797353489723247,-0.0008451010632601884,0.0015692785705866716,0.206,0.8185036445952707,0.6133942161339422,0.3424657534246575,1.3926940639269407
Cup and Handle,3,0.01,0.02,88,0.0015767046437703896,0.7272727272727273,0.6261859859635164,-0.0005764837161679708,0.6397727272727273,0.00215318835993836,-0.0004187309130450655,0.004664199336103049,0.062,1.3042772980887845,0.6931818181818182,0.22727272727272727,1.4772727272727273
Descending Triangle,3,0.01,0.02,154,-0.0020391389035173506,0.6038961038961039,0.5250244217036347,-0.002444063204981963,0.5883116883116883,0.0004049243014646118,-0.0020812529439642713,0.0029276970298932376,0.378,0.7399248961339603,0.5974025974025974,0.36363636363636365,1.4025974025974026
Double Bottom,3,0.01,0.02,407,-0.001210910741473336,0.6240786240786241,0.5760672715202906,-0.001383185822437936,0.6169533169533169,0.00017227508096460001,-0.0013329107992025098,0.001490293058194974,0.37,0.8371433964586786,0.6117936117936118,0.33415233415233414,1.4496314496314497
Double Top,3,0.01,0.02,450,-0.0031893891335828773,0.5666666666666667,0.5205078990339207,-0.0021008416441626932,0.5926666666666667,-0.0010885474894201843,-0.0025316098117957138,0.0003159194714998245,0.954,0.6285855925519488,0.5622222222222222,0.3977777777777778,1.36
Falling Wedge,3,0.01,0.02,335,-0.0007032145998894253,0.6417910447761194,0.5891050180759129,-0.0016797101104915864,0.6074626865671642,0.0009764955106021607,-0.0005716144474110095,0.002768041555957825,0.088,0.8987728450798587,0.6298507462686567,0.31044776119402984,1.501492537313433
Head and Shoulders,3,0.01,0.02,173,-0.002074935253651155,0.5953757225433526,0.5209330284862888,-0.0019708291408922158,0.6057803468208093,-0.00010410611275893908,-0.0023394027247631588,0.0021087883725013972,0.566,0.737932598860949,0.5838150289017341,0.3699421965317919,1.4566473988439306
Inverse Head and Shoulders,3,0.01,0.02,128,-0.0006091837052664623,0.6328125,0.546568431638715,-0.0004372769018434676,0.6359375,-0.0001719068034229948,-0.00267773948208094,0.0022113969625072354,0.572,0.9074966422928842,0.609375,0.296875,1.46875
Inverted Cup and Handle,3,0.01,0.02,52,-0.0025645084809213002,0.5961538461538461,0.4606733176249609,-0.0016301619710654546,0.5961538461538461,-0.000934346509855847,-0.004809136311479666,0.0032049977480798023,0.686,0.6934458996268488,0.5961538461538461,0.38461538461538464,1.2884615384615385
Rectangle,3,0.01,0.02,81,-0.0004762393626821567,0.6419753086419753,0.53332859558884,-0.0011790788638467097,0.6197530864197531,0.0007028395011645525,-0.002512200021768955,0.003797984235799649,0.326,0.9270661953579858,0.6172839506172839,0.2962962962962963,1.4691358024691359
Rising Wedge,3,0.01,0.02,489,-0.0011265288237781025,0.6155419222903885,0.5716825927497312,-0.0022849396692858795,0.585480572597137,0.0011584108455077774,-0.0002057651451697561,0.0026857515942438734,0.038,0.8442324933056755,0.5971370143149284,0.3210633946830266,1.5460122699386503
Symmetrical Triangle,3,0.01,0.02,360,-0.0007826635018512659,0.6472222222222223,0.5965436689102372,-0.001709718896934903,0.6052777777777778,0.0009270553950836367,-0.0008189811621911984,0.0024452290370236877,0.1,0.8896472755403521,0.6361111111111111,0.30277777777777776,1.5722222222222222
Ascending Triangle,3,0.02,,244,-0.0001201581336685278,0.5655737704918032,0.5028367090290521,0.0012843931619767868,0.6,-0.001404551295645316,-0.005101540580614771,0.0017260046025434075,0.816,0.988278398251031,0.430327868852459,,2.5
Bear Flag,3,0.02,,461,-0.004314011241555932,0.596529284164859,0.5511253650968834,-0.0013350212862406666,0.6023861171366595,-0.002978989955315266,-0.006706229999042633,0.00013237518999679486,0.982,0.7188250999613223,0.5206073752711496,,2.286334056399132
Bull Flag,3,0.02,,656,0.0016523793534263128,0.6204268292682927,0.5826911510394899,0.0011257510637478997,0.630640243902439,0.0005266282896784131,-0.0017599129405669249,0.002546279388067736,0.316,1.1692938639919497,0.5091463414634146,,2.346036585365854
Cup and Handle,3,0.02,,88,0.001507669338827653,0.5795454545454546,0.4752056286962684,0.0004748378399137377,0.6,0.001032831498913915,-0.0038854490324123766,0.005868916264408868,0.352,1.1764839385335137,0.4772727272727273,,2.465909090909091
Descending Triangle,3,0.02,,154,-0.0027989135351833934,0.5584415584415584,0.4795370706772326,-0.0018098114313580586,0.5603896103896104,-0.0009891021038253354,-0.005469207324808845,0.0037494349279343624,0.694,0.7814468196777882,0.474025974025974,,2.4220779220779223
Double Bottom,3,0.02,,407,0.0011562875029554592,0.6167076167076168,0.568590059418056,0.00019750037483742496,0.5975429975429976,0.0009587871281180341,-0.001883039883637907,0.003525957050411479,0.216,1.113144903539093,0.5184275184275184,,2.388206388206388
Double Top,3,0.02,,449,-0.0007965931086108167,0.5879732739420935,0.5418867884503614,-0.001697738650328939,0.5648106904231626,0.0009011455417181213,-0.0019329122276098465,0.0033379421598018115,0.23,0.9308458621146543,0.5100222717149221,,2.3006681514476615
Falling Wedge,3,0.02,,335,0.0022007365487138205,0.608955223880597,0.5557459268667915,-0.00015055406488642353,0.5817910447761194,0.0023512906136002433,-0.0005417455211075108,0.005365116420209089,0.05,1.2448620707039255,0.5074626865671642,,2.337313432835821
Head and Shoulders,3,0.02,,173,-0.0010143178087131015,0.6416184971098265,0.5677986299140293,-0.0021526833678440207,0.5647398843930636,0.0011383655591309188,-0.004305480238562233,0.006092655511676682,0.298,0.9203955278245326,0.5549132947976878,,2.2716763005780347
Inverse Head and Shoulders,3,0.02,,128,0.0005617012734737079,0.609375,0.522844879109364,0.0016082063945466111,0.59296875,-0.001046505121072903,-0.005736180829526231,0.0035029195008564485,0.698,1.0593360882136122,0.4375,,2.4453125
Inverted Cup and Handle,3,0.02,,52,-0.002207108192815485,0.5576923076923077,0.42339524991516386,-0.0023472823845179175,0.5346153846153846,0.00014017419170243143,-0.007515063044090307,0.007522142901409464,0.486,0.818609314269335,0.4423076923076923,,2.25
Rectangle,3,0.02,,81,-0.0035231331506785524,0.5308641975308642,0.42326527260622987,0.00048474654128014303,0.5814814814814815,-0.004007879691958697,-0.010521605425630798,0.0028123584460007425,0.916,0.7198175010289055,0.41975308641975306,,2.4691358024691357
Rising Wedge,3,0.02,,487,-0.0016729077945670642,0.5544147843942505,0.5100156557933594,-0.001971101621950433,0.5367556468172484,0.00029819382738336834,-0.0021681542655447384,0.003065543181205394,0.424,0.8533433822377177,0.4209445585215606,,2.462012320328542
Symmetrical Triangle,3,0.02,,357,0.0009680758216472499,0.6078431372549019,0.5563059613086725,-0.0008906802096050662,0.5557422969187675,0.0018587560312523154,-0.0013381342057090337,0.004673237578939175,0.064,1.1013781233559599,0.46218487394957986,,2.414565826330532
Ascending Triangle,3,0.02,0.02,244,0.0007571686184053866,0.5245901639344263,0.4620332250900371,1.3870502425655363e-05,0.5094262295081967,0.0007432981159797312,-0.0019633570325031384,0.0031103075091762564,0.266,1.0867783658923773,0.3975409836065574,0.35655737704918034,2.0901639344262297
Bear Flag,3,0.02,0.02,461,-0.002770086008900385,0.4598698481561822,0.4148927663914229,-0.0016806138169173797,0.46637744034707157,-0.0010894721919830054,-0.0029609807556145655,0.0009072185078026717,0.896,0.7528620777498152,0.4121475054229935,0.4924078091106291,1.6355748373101953
Bull Flag,3,0.02,0.02,657,-6.116541490312886e-05,0.502283105022831,0.46414807776370204,-0.0003272676252522344,0.4993911719939117,0.0002661022103491057,-0.0012829807738432108,0.0019987035424647824,0.346,0.9934975150072526,0.4200913242009132,0.4216133942161339,1.8554033485540335
Cup and Handle,3,0.02,0.02,88,0.001004510898450721,0.5227272727272727,0.4196177626380677,0.0001991981331127101,0.5159090909090909,0.0008053127653380115,-0.0036384266087479845,0.004635534279036179,0.344,1.1212171139784444,0.4431818181818182,0.32954545454545453,2.1363636363636362
Descending Triangle,3,0.02,0.02,154,-0.0016810035996340789,0.461038961038961,0.3842148762020109,-0.0018270188037253958,0.4681818181818182,0.00014601520409131605,-0.003057789456574295,0.0035605349086513826,0.464,0.8332508079493431,0.3961038961038961,0.43506493506493504,1.87012987012987
Double Bottom,3,0.02,0.02,407,-0.0004871888666504229,0.4914004914004914,0.4431388333503194,-0.0003719254132022886,0.500982800982801,-0.00011526345344813439,-0.0020471442945645046,0.001685469057758255,0.52,0.94833001271052,0.4152334152334152,0.40786240786240785,1.8624078624078624
Double Top,3,0.02,0.02,449,-0.0032636655274095407,0.4365256124721604,0.39138104136545204,-0.0016304249943634892,0.4690423162583519,-0.001633240533046052,-0.003580714316877402,0.00014463121303373325,0.974,0.702259025447323,0.36971046770601335,0.4922048997772829,1.7505567928730512
