group,hold,target,stop,n,net_ret,hit,hit_lo,rand_net,rand_hit,excess,excess_lo,excess_hi,p,profit_factor,target_rate,stop_rate,avg_bars
Double Bottom,1,,0.02,407,-0.0006869790279540795,0.44226044226044225,0.3947716123041257,-0.0006068712526317764,0.4680589680589681,-8.01077753223024e-05,-0.0017469013836269468,0.001558962268728725,0.512,0.9005454580362408,,0.24078624078624078,1.0
Double Top,1,,0.02,450,-0.0013973971665186041,0.4177777777777778,0.37309296765397487,-0.0005988936583674537,0.45355555555555555,-0.0007985035081511498,-0.0025441805258012923,0.000794974055488217,0.86,0.8234373030355069,,0.2822222222222222,1.0
Falling Wedge,1,,0.02,336,0.0009309711751736399,0.5,0.4468396531580757,-0.00039609259742094183,0.4758928571428571,0.001327063772594582,-0.0006697016241249746,0.0031554471689286697,0.04,1.15549509768621,,0.17559523809523808,1.0
Head and Shoulders,1,,0.02,173,0.0007529189770247424,0.4508670520231214,0.3785889928639148,-0.0005975391405980082,0.4531791907514451,0.0013504581176227504,-0.001507365746057365,0.004367842830325624,0.132,1.1163696515117156,,0.23121387283236994,1.0
Inverse Head and Shoulders,1,,0.02,128,-0.00093859404277787,0.4453125,0.36205379206482013,-0.00038386895436560325,0.49609375,-0.0005547250884122663,-0.003414625192377592,0.002320247095229428,0.656,0.8673459337751078,,0.2109375,1.0
Inverted Cup and Handle,1,,0.02,52,0.00010879508229470057,0.46153846153846156,0.3334025986239788,-0.00010080467279251754,0.475,0.00020959975508721832,-0.00444448548097572,0.005189414598759559,0.442,1.015973252188089,,0.2692307692307692,1.0
Rectangle,1,,0.02,81,-0.000949677103184318,0.4567901234567901,0.352731535009501,-2.0122703367455284e-05,0.48271604938271606,-0.0009295543998168623,-0.00429132086680667,0.0025364412649286814,0.682,0.8488336280712985,,0.19753086419753085,1.0
Rising Wedge,1,,0.02,489,-0.0003820711443779446,0.4887525562372188,0.44470723850851557,-0.0007457265527917048,0.4466257668711656,0.0003636554084137607,-0.0009123530613890979,0.001714470845079206,0.304,0.938165569686275,,0.18609406952965235,1.0
Symmetrical Triangle,1,,0.02,360,0.0005097595159731181,0.49722222222222223,0.4458751987387344,-0.0009382176461445292,0.45444444444444443,0.0014479771621176475,-8.543733769753546e-05,0.003035341692988204,0.036,1.095169968845387,,0.1388888888888889,1.0
Ascending Triangle,2,0.01,,244,-0.0001257798359736916,0.6967213114754098,0.6363614768290662,0.0004443822072223735,0.6741803278688525,-0.0005701620431960646,-0.002927485459896364,0.0016423656743340064,0.716,0.981448775120796,0.6475409836065574,,1.4959016393442623
Bear Flag,2,0.01,,461,-0.0018732707030391625,0.6963123644251626,0.6528543764104536,-0.0009545467785635935,0.7071583514099783,-0.0009187239244755693,-0.002966942224731072,0.0011047811723115222,0.802,0.7753812040557707,0.6550976138828634,,1.4663774403470715
Bull Flag,2,0.01,,657,0.0013425701279746471,0.7397260273972602,0.7048486592334055,6.959837784749061e-05,0.7112633181126332,0.001272971750127156,-9.352608263016481e-05,0.0025438635240403553,0.052,1.2411476882728483,0.6925418569254186,,1.4337899543378996
