group,hold,target,stop,n,net_ret,hit,hit_lo,rand_net,rand_hit,excess,excess_lo,excess_hi,p,profit_factor,target_rate,stop_rate,avg_bars
Head and Shoulders,1,,0.02,1782,-7.801292213629466e-05,0.4506172839506173,0.4276464455295775,-0.0008332686173494764,0.45258136924803594,0.000755255695213182,-3.680865077664984e-05,0.0016671821245250167,0.03,0.988764836876423,,0.23961840628507294,1.0
Inverse Head and Shoulders,1,,0.02,1728,-0.000582584837747284,0.4699074074074074,0.4464677793303553,-0.0004643939178286017,0.4751736111111111,-0.00011819091991868206,-0.0009327332690127971,0.0005975809187045971,0.632,0.9021476275837932,,0.1712962962962963,1.0
Inverted Cup and Handle,1,,0.02,564,0.0015385707587421695,0.5177304964539007,0.47651061399540334,-0.0006303748315546422,0.4599290780141844,0.002168945590296812,0.0006839579935694442,0.0037706955361175255,0.0,1.231989323209333,,0.24113475177304963,1.0
Rectangle,1,,0.02,1337,-0.0008633074484553538,0.45923709798055345,0.4326795623249564,-0.0005071312590668204,0.47165295437546745,-0.00035617618938853354,-0.0013373182039112877,0.0005470883768676891,0.818,0.8645000115204251,,0.20194465220643232,1.0
Rising Wedge,1,,0.02,5611,1.4188530783280415e-05,0.47086080912493317,0.45782447765524925,-0.000803292710482845,0.44995544466227055,0.0008174812412661257,0.000404711527869703,0.0012197280337689397,0.0,1.002571562727176,,0.1445375155943682,1.0
Symmetrical Triangle,1,,0.02,3678,0.0003458775891843086,0.5027188689505165,0.48656548974380076,-0.00045133766558396837,0.4736541598694943,0.0007972152547682771,0.0002790680202795197,0.0013527387185076928,0.0,1.062809571895115,,0.15361609570418705,1.0
Triple Bottom,1,,0.02,143,-0.0016887852060372894,0.43356643356643354,0.35513000316071885,-0.0006622546519962284,0.47412587412587415,-0.0010265305540410607,-0.0032966646698461403,0.0013189539818928109,0.852,0.7118101608610626,,0.16083916083916083,1.0
Triple Top,1,,0.02,214,-0.0014207885043246336,0.40654205607476634,0.34294145619645944,-0.0007952577435205795,0.4546728971962617,-0.0006255307608040538,-0.002685570188806942,0.001617308847750418,0.756,0.8183461339638176,,0.26635514018691586,1.0
Ascending Triangle,2,0.01,,3163,0.00020563187408364854,0.664242807461271,0.6475941395189546,0.0001087416492215687,0.6628201074928864,9.689022486207972e-05,-0.0004915802734945278,0.0006524553384757021,0.342,1.0351436866919634,0.5912108757508694,,1.579829276003794
Bear Flag,2,0.01,,4742,-0.0010907678498966017,0.7127794179671025,0.6997328786580335,-0.0005888540011460654,0.695634753268663,-0.0005019138487505364,-0.0011428639295997102,9.555982170021133e-05,0.978,0.8607639154728265,0.6866301138760017,,1.428511176718684
Bull Flag,2,0.01,,7706,-0.0005323011648806281,0.6788216973786659,0.6683094171331818,2.6203657885826247e-05,0.6996236698676356,-0.0005585048227664544,-0.0010350252385726989,-0.00016850248688368198,0.994,0.922527490348196,0.6250973267583702,,1.5190760446405398
Cup and Handle,2,0.01,,1224,0.0004850056310894297,0.6723856209150327,0.6455879336493142,1.2285990467786706e-05,0.6694444444444444,0.0004727196406216427,-0.0005609731939393494,0.0013404792311311397,0.164,1.0844149817900566,0.6004901960784313,,1.576797385620915
Descending Triangle,2,0.01,,1642,0.00015504953562182677,0.682095006090134,0.659168515798372,-0.0006665854996524744,0.6522533495736906,0.0008216350352743011,-1.975717786134556e-05,0.0016229805319535834,0.028,1.024166604705135,0.6406820950060901,,1.495127892813642
Double Bottom,2,0.01,,5597,0.0001361835031304497,0.6912631767018046,0.6790323935537919,-0.0002409793549247009,0.6710559228157942,0.0003771628580551505,-0.00016800954040530535,0.0008673273558978663,0.042,1.0212439494078507,0.6444523852063605,,1.4993746649991067
Double Top,2,0.01,,6107,-0.0003512647377546359,0.7077124611102014,0.6961776091412917,-0.0009862747580205973,0.6463238906173244,0.0006350100202659614,0.00010054357087603937,0.0011731574469276093,0.002,0.9504864043289584,0.6784018339610284,,1.4475192402161454
Falling Wedge,2,0.01,,3183,0.0015509369779011524,0.7093936537857367,0.6933750147060281,-0.00016842889079811776,0.6637763116556707,0.00171936586869927,0.001119917970749459,0.0023166008607780073,0.0,1.3062648389954823,0.6556707508639649,,1.5124096764059063
Head and Shoulders,2,0.01,,1782,-0.00012992196059887477,0.7014590347923682,0.6797967312023955,-0.0008629490617173224,0.6520763187429854,0.0007330271011184477,-0.000275699014001427,0.001626489670243777,0.036,0.9809575616675722,0.6689113355780022,,1.4393939393939394
Inverse Head and Shoulders,2,0.01,,1727,-9.81189118197028e-05,0.6734221192819919,0.6509403585664575,-0.00028616624250530026,0.6680949623624783,0.00018804733068559755,-0.000619890402051308,0.001016407026587426,0.372,0.9844183800495997,0.6184134337000579,,1.523451071221772
Inverted Cup and Handle,2,0.01,,564,0.0009060429325350491,0.7429078014184397,0.705280606088652,-0.0005196291806211206,0.6549645390070922,0.0014256721131561698,3.0563735634663216e-05,0.0028696137182363723,0.022,1.142579679877618,0.7180851063829787,,1.4078014184397163
