,pattern all,random-shift all,pattern test,random-shift test
days,2476.0,2510.0,919.0,919.0
cagr,0.23586163541091,0.09065449215120758,0.16052843458393573,0.13846122984977982
vol,0.19316823838536296,0.19604635758351124,0.16197494680872157,0.14324455752355045
sharpe,1.2030807466745772,0.5424172015776602,1.0034563637245624,0.9803062213276516
max_drawdown,-0.32602795432884446,-0.38677608739462077,-0.17386999467001418,-0.15734167419538858
total_return,7.156709893279508,1.3779419156284511,0.7245386183320475,0.6075085937585134
share_of_days_invested,0.9570931580981832,0.963531669865643,0.9612970711297071,0.9612970711297071
bench_total_return,2.9460193367564456,3.083020295607467,1.0832248129504682,1.0832248129504682
bench_sharpe,0.8688199649580408,0.8760083655238606,1.415909932234451,1.415909932234451
