group,n,hit,stop,mean_ret,days,per_day_bp,bh_per_day_bp,edge_bp,ann,dim,tp,sl,period
train,68990.0,0.7311059573851283,0.2688940426148717,0.001185995049454958,5.431047977967822,2.1837314902504894,3.2158263313597177,-1.0320948411092281,0.056565999306965375,period,0.02,0.05,
ALL,115444.0,0.7330567201413672,0.26637157409653167,0.0013953335074349661,5.37244031738332,2.597206157730891,3.614141814398508,-1.0169356566676166,0.06762984922504467,all,0.02,0.05,
above MA200,30025.0,0.7318567860116569,0.26614487926727726,0.0013820121541548416,5.649858451290592,2.4461004927285397,3.4531615065184273,-1.007061013789888,0.06357321268387728,trend_x_period,0.02,0.05,test
above MA200,44868.0,0.7296291343496478,0.2703708656503521,0.001003075308986146,6.179192297405724,1.6233113661267315,2.064338821616879,-0.4410274554901477,0.04175222433560277,trend_x_period,0.02,0.05,train
beaten-down,8953.0,0.7425443985256339,0.2571205182620351,0.002367731891766953,4.137049033843405,5.723238647638848,6.074215309091897,-0.35097666145304923,0.15509704002322766,trend_x_period,0.02,0.05,test
beaten-down,14460.0,0.729253112033195,0.27074688796680496,0.001156114535014101,3.4201936376210234,3.3802604691652984,7.041278485170518,-3.6610180160052193,0.08890017175654852,trend_x_period,0.02,0.05,train
below MA200,7476.0,0.7445157838416265,0.25508293204922416,0.002216140237417876,5.196896736222579,4.264353035863286,5.813091315756048,-1.5487382798927618,0.11342270637411511,trend_x_period,0.02,0.05,test
below MA200,9662.0,0.7407369074725729,0.259263092527427,0.0020801489672948913,4.966259573587249,4.188562712988338,5.926230786643052,-1.7376680736547145,0.1112990885298979,trend_x_period,0.02,0.05,train
low vol,15081.0,0.7269411842716,0.27100324912141105,0.0009243100792825773,7.750745971752536,1.1925433792453137,1.9057427667684725,-0.7131993875231588,0.030506368540393902,vol_x_period,0.02,0.05,test
low vol,23386.0,0.7448473445651245,0.2551526554348756,0.0021016980447191875,8.406653553408022,2.5000412249261394,2.7566664943931736,-0.25662526946703423,0.06501955971333206,vol_x_period,0.02,0.05,train
mid vol,16671.0,0.7462059864435246,0.2522944034551017,0.0022611435569630306,5.0388099094235494,4.48745556512115,5.375748907159714,-0.8882933420385649,0.11969744999897047,vol_x_period,0.02,0.05,test
mid vol,21795.0,0.7205781142463867,0.2794218857536132,0.00018997149320939643,5.100894700619408,0.3724277883766704,1.0644803886007952,-0.6920526002241248,0.009429182763651678,vol_x_period,0.02,0.05,train
high vol,14687.0,0.73391434602029,0.2654047797371825,0.0019039653044620052,3.036835296520733,6.269570518504432,8.188258752768927,-1.918688234264495,0.17110022511289324,vol_x_period,0.02,0.05,test
high vol,23779.0,0.7274485890912149,0.27255141090878504,0.0012120462472074245,2.8080659405357666,4.316302654118483,8.193597058664714,-3.8772944045462303,0.1148806504703801,vol_x_period,0.02,0.05,train
6m losers,15219.0,0.7428214731585518,0.2560615020697812,0.002214185091231705,4.656744858400684,4.754791509003022,5.557118311937728,-0.8023268029347066,0.12726265976608375,mom_x_period,0.02,0.05,test
6m losers,23118.0,0.7402456959944632,0.2597543040055368,0.0019009562081780814,4.109827839778528,4.625391335809631,7.093219969039867,-2.467828633230236,0.1235944909748361,mom_x_period,0.02,0.05,train
6m middle,15569.0,0.7430149656368424,0.2549296679298606,0.0021497938414345836,6.05703641852399,3.5492503146587593,4.519665816004262,-0.9704155013455029,0.09354557595797286,mom_x_period,0.02,0.05,test
6m middle,22768.0,0.7406886858749122,0.25931131412508784,0.0017534796820422643,6.549674982431482,2.677201062259898,3.1187734646009924,-0.44157240234109424,0.06978365607828807,mom_x_period,0.02,0.05,train
6m winners,15530.0,0.7227945911139729,0.27611075338055374,0.0008124952573356024,5.153380553766903,1.5766257679955398,2.7493857931131833,-1.1727600251176435,0.0405275432190535,mom_x_period,0.02,0.05,test
6m winners,22807.0,0.7130267023282325,0.28697329767176744,-4.6811573870603486e-05,5.666681282062525,-0.08260844670897971,0.46900929006761366,-0.5516177367765933,-0.002079576134605632,mom_x_period,0.02,0.05,train
above MA200,74893.0,0.8576769524521651,0.1396392186185625,0.003485672465485199,9.885009279905999,3.5262207315988943,4.018908995977932,-0.4926882643790378,0.09291135013660212,trend,0.02,0.1,
beaten-down,23413.0,0.8648186904711058,0.1342843719301243,0.004477729897861514,5.996882074061419,7.466763298930354,8.540173549301212,-1.0734102503708585,0.2069448169177115,trend,0.02,0.1,
below MA200,17138.0,0.8634613140389777,0.1353133387793208,0.004202337345088228,8.341813513828917,5.037678363489743,6.112735906049628,-1.0750575425598854,0.13532338261906696,trend,0.02,0.1,
low vol,38467.0,0.8626615020667066,0.1349988301661164,0.0040272094081809364,13.347414667117269,3.0172205693904015,3.49120981294251,-0.4739892435521085,0.07898684040012682,vol,0.02,0.1,
mid vol,38466.0,0.8569645921073156,0.14048770342640254,0.0032560512330637734,8.515910154422087,3.823491763088872,4.433062483629676,-0.6095707205408046,0.10112631322828469,vol,0.02,0.1,
high vol,38466.0,0.8605001819788904,0.1380699838818697,0.004117991547748955,4.743357770498622,8.681595922114203,9.90693061412239,-1.225334692008187,0.24443461942614686,vol,0.02,0.1,
6m losers,38337.0,0.8664475571901818,0.13198737512064063,0.0045966251345284466,7.035892219005139,6.533109080483327,7.445313570040533,-0.9122044895572051,0.1788985773227718,mom,0.02,0.1,
6m middle,38337.0,0.8617523541226492,0.13519576388345464,0.003905651002529392,10.465946735529645,3.7317703799031814,4.226959121179412,-0.49518874127623064,0.0985850911241779,mom,0.02,0.1,
6m winners,38337.0,0.8519967655267757,0.146281660015129,0.002914441170425552,9.138978010798967,3.1890230690803025,3.7797508149988204,-0.5907277459185178,0.08366690223086781,mom,0.02,0.1,
NASDAQ-100,21367.0,0.8579117330462863,0.14082463612112137,0.0036990141377107903,7.720222773435672,4.7913308284815805,6.323070688255884,-1.5317398597743028,0.12830061528387904,index,0.02,0.1,
S&P-only,94077.0,0.8604547338881979,0.13724927453043784,0.0038146665008011544,9.12791649393582,4.179120726329441,4.664115130048758,-0.4849944037193165,0.11103481018851702,index,0.02,0.1,
(NASDAQ-only),2411.0,0.8490253007051016,0.1505599336374948,0.003948966813291215,7.0821236001659065,5.575964267552047,6.88091677465839,-1.3049525071063433,0.15082046861915233,sector,0.02,0.1,
Communication Services,5190.0,0.8456647398843931,0.15375722543352602,0.0020620643976216393,7.909633911368015,2.6070288722945376,3.3275880020297683,-0.7205591297352307,0.06789408615611903,sector,0.02,0.1,
Consumer Discretionary,10681.0,0.8549761258309148,0.1439003838591892,0.0035093044290773444,7.217020878194925,4.862538834659806,6.481046634228003,-1.6185077995681962,0.1303261241065672,sector,0.02,0.1,
Consumer Staples,7706.0,0.8593303919024137,0.13898261095250455,0.003666037179786913,11.97923695821438,3.0603261230867003,3.0354273981829154,0.02489872490378498,0.0801591809651987,sector,0.02,0.1,
Energy,4759.0,0.8457659172094978,0.15297331372137005,0.0020282081779091,6.464593401975205,3.137410277480711,3.8248070820698135,-0.6873968045891026,0.08225880049623702,sector,0.02,0.1,
Financials,17355.0,0.8681647940074907,0.12832036876980696,0.004642529671122439,9.361163929703256,4.95935089480866,4.936093525551527,0.0232573692571323,0.1330857496390332,sector,0.02,0.1,
Health Care,13283.0,0.8598961078069713,0.13987803959948808,0.003348752577057849,8.791462771964165,3.809096010435223,4.958911519876703,-1.14981550944148,0.10072707914821422,sector,0.02,0.1,
Industrials,18167.0,0.8669565696042274,0.13100677051797216,0.004727054175210377,9.063962129135245,5.215218364621924,5.844308139333627,-0.6290897747117028,0.14041159396890457,sector,0.02,0.1,
Information Technology,16249.0,0.8540217859560588,0.1453012493076497,0.0031663391049340877,6.603052495538187,4.795265685186731,6.416507692250948,-1.621242007064218,0.12841244769501658,sector,0.02,0.1,
Materials,5682.0,0.8504047870468145,0.14836325237592396,0.0032486616209237086,8.786518831397395,3.6973250535981,4.171384806847584,-0.4740597532494839,0.0976322623822099,sector,0.02,0.1,
Real Estate,6916.0,0.8519375361480624,0.14300173510699826,0.00248040481093182,10.610613071139387,2.3376639919878537,2.8701756414634985,-0.5325116494756449,0.060671553100904774,sector,0.02,0.1,
Utilities,7045.0,0.8836053938963804,0.10872959545777147,0.00628933160961669,12.901490418736692,4.874887633511523,4.906810982934719,-0.031923349423195455,0.13067775349978406,sector,0.02,0.1,
test,46454.0,0.8600120549360658,0.13475696387824515,0.004040748366330225,8.811426357256641,4.58580507002986,4.936943684690265,-0.3511386146604046,0.12247469680286671,period,0.02,0.1,
train,68990.0,0.8599652123496159,0.1400347876503841,0.003626616768616212,8.905044209305697,4.07254212710862,4.927775579417192,-0.855233452308572,0.10805604527059787,period,0.02,0.1,
ALL,115444.0,0.8599840615363293,0.13791102179411663,0.003793260935833276,8.86737292540106,4.277773098915552,4.931441496040964,-0.6536683971254117,0.11379915275593544,all,0.02,0.1,
above MA200,30025.0,0.858451290591174,0.13485428809325561,0.003865731331213424,9.515970024979184,4.062361820251614,4.539752848903045,-0.47739102865143035,0.10777193244335037,trend_x_period,0.02,0.1,test
above MA200,44868.0,0.8571587768565571,0.142841223143443,0.0032313427105710073,10.131964874743693,3.189255737182715,3.6915583233524756,-0.5023025861697604,0.08367325401880832,trend_x_period,0.02,0.1,train
beaten-down,8953.0,0.8630626605607059,0.13459175695297665,0.0045306402182034074,6.59309728582598,6.87179336477182,6.270352238920366,0.6014411258514546,0.1889965556881099,trend_x_period,0.02,0.1,test
beaten-down,14460.0,0.8659059474412172,0.13409405255878284,0.004444970140045404,5.627731673582296,7.898333463393407,10.186621714128629,-2.288288250735221,0.2201324778066891,trend_x_period,0.02,0.1,train
below MA200,7476.0,0.8626270733012306,0.13456393793472446,0.004156971577882034,8.6384430176565,4.812176881164133,5.475426115893288,-0.6632492347291552,0.12889320584734154,trend_x_period,0.02,0.1,test
below MA200,9662.0,0.8641068101842269,0.13589318981577314,0.004237439236584142,8.112295590974954,5.223477361079341,6.637838973860532,-1.414361612781191,0.14064884494158503,trend_x_period,0.02,0.1,train
low vol,15081.0,0.8583648299184404,0.13566739606126915,0.0037760848323086862,13.257476294675419,2.848268213630727,3.3117195503468007,-0.46345133671607414,0.07440405348365142,vol_x_period,0.02,0.1,test
low vol,23386.0,0.8654323099290173,0.13456769007098263,0.0041891528670336435,13.40541349525357,3.124971018996832,3.605680880289889,-0.48070986129305704,0.08191970490081824,vol_x_period,0.02,0.1,train
mid vol,16671.0,0.8609561514006359,0.13316537700197947,0.003974185491549988,8.273528882490552,4.803495035788951,5.313245120741042,-0.5097500849520918,0.128646369443296,vol_x_period,0.02,0.1,test
mid vol,21795.0,0.8539114475797202,0.14608855242027988,0.0027067501904749374,8.701307639366828,3.1107395608321475,3.7929094040784266,-0.6821698432462789,0.08153188353032093,vol_x_period,0.02,0.1,train
high vol,14687.0,0.8608973922516511,0.13535779941444814,0.004421693881035523,4.8619187036154425,9.094545076920852,8.811461749239214,0.28308332768163935,0.2574405977878529,vol_x_period,0.02,0.1,test
high vol,23779.0,0.8602548467134867,0.13974515328651332,0.003930411070479946,4.670129105513268,8.416065127278694,10.611329000761978,-2.1952638734832837,0.2361425019843464,vol_x_period,0.02,0.1,train
6m losers,15219.0,0.8599776595045666,0.13607990012484394,0.004040951040732973,7.627702214337342,5.297730466112633,5.298456510197816,-0.0007260440851829253,0.1427840760632868,mom_x_period,0.02,0.1,test
6m losers,23118.0,0.8707068085474522,0.1292931914525478,0.004962435500194737,6.646292931914526,7.466471235966516,9.067322490690204,-1.6008512547236884,0.20693594048025332,mom_x_period,0.02,0.1,train
6m middle,15569.0,0.8623546791701459,0.13013038730811227,0.0043108335558801995,10.259875393409981,4.201643188229255,4.634826002388167,-0.43318281415891224,0.1116653105205514,mom_x_period,0.02,0.1,test
6m middle,22768.0,0.8613404778636683,0.1386595221363317,0.0036285828730002845,10.606860505973296,3.420977273111901,3.9571792724162314,-0.5362019993043304,0.09001764562504522,mom_x_period,0.02,0.1,train
6m winners,15530.0,0.8580811332904057,0.13766902768834513,0.003822164941078321,8.56484224082421,4.462621533015541,5.014453543874939,-0.5518320108593977,0.11899725607708489,mom_x_period,0.02,0.1,test
6m winners,22807.0,0.8478537291182532,0.15214627088174684,0.0022963436495662772,9.52992502301925,2.4096135531177083,3.024144488890716,-0.6145309357730077,0.06259597468720313,mom_x_period,0.02,0.1,train
above MA200,74893.0,0.9334250196947645,0.05979196987702456,0.006923169880835639,16.212423056894504,4.270286962374504,4.4935698430679585,-0.22328288069345456,0.11358914340043813,trend,0.02,0.2,
beaten-down,23413.0,0.9431939520779055,0.05449963695382907,0.008874446705816738,9.644684576944433,9.201386146967476,9.84050035062771,-0.639114203660234,0.2608275836270395,trend,0.02,0.2,
below MA200,17138.0,0.9391410899754931,0.057299568210993114,0.008080886481721684,13.574454428754814,5.953010136896488,6.474168142095614,-0.5211580051991255,0.1618008066278167,trend,0.02,0.2,
low vol,38467.0,0.9334494501780747,0.05997348376530533,0.006853085224318009,21.31868874619804,3.214590402770519,3.428863961648681,-0.21427355887816202,0.0843651067077198,vol,0.02,0.2,
mid vol,38466.0,0.9339936567358187,0.06065096448811938,0.006825235682063428,14.351713201268653,4.755694032026849,5.0461706711790795,-0.2904766391522307,0.1272882858603528,vol,0.02,0.2,
high vol,38466.0,0.9415067852129153,0.05422970935371497,0.008836428937635567,7.804684656579837,11.321955116003188,11.988927284089064,-0.6669721680858747,0.3299640017710699,vol,0.02,0.2,
6m losers,38337.0,0.9418577353470537,0.05454260896783786,0.008638683258114612,11.339854448704907,7.617984249437358,8.140146172669219,-0.5221619232318614,0.21154949864234585,mom,0.02,0.2,
6m middle,38337.0,0.9343714949004878,0.05795967342254219,0.0070995118313424135,16.99801758092704,4.1766704838030995,4.432349459447616,-0.25567897564451686,0.110966238874463,mom,0.02,0.2,
6m winners,38337.0,0.9326499204423925,0.062367947413725644,0.006771742556019602,15.192451156845866,4.457307439141042,4.687359112177827,-0.2300516730367844,0.11884748220154528,mom,0.02,0.2,
NASDAQ-100,21367.0,0.9376140777834979,0.05775260916366359,0.008048248443593151,12.429540880797491,6.475097126094949,7.262563989298939,-0.7874668632039904,0.17717752172352763,index,0.02,0.2,
S&P-only,94077.0,0.9359460867162006,0.05848400778086036,0.007364155857842004,14.956524974223242,4.923707793443816,5.156485294156398,-0.23277750071258185,0.13206896420252012,index,0.02,0.2,
(NASDAQ-only),2411.0,0.926171712982165,0.06926586478639568,0.00761187926548834,10.589381999170469,7.188218600561038,7.578793475322888,-0.39057487476184966,0.19850870139446863,sector,0.02,0.2,
Communication Services,5190.0,0.9283236994219654,0.06724470134874759,0.005829783543331852,13.397302504816956,4.351460707284748,4.681303077899277,-0.3298423706145294,0.11586842512785767,sector,0.02,0.2,
Consumer Discretionary,10681.0,0.9316543394813219,0.06441344443404176,0.0067398635145169365,11.893268420559872,5.66695653052423,6.536058727363026,-0.8691021968387964,0.15346084750498634,sector,0.02,0.2,
Consumer Staples,7706.0,0.9386192577212562,0.051907604464053986,0.008527948671944823,20.48040487931482,4.163955118171535,4.0197259722666345,0.1442291459049003,0.1106104604321172,sector,0.02,0.2,
Energy,4759.0,0.9212019331792394,0.07648665686068502,0.003638181292054782,11.259088043706662,3.231328574687154,3.8519609660847953,-0.6206323913976415,0.08482244305325426,sector,0.02,0.2,
Financials,17355.0,0.9392682224142899,0.055834053586862574,0.007754624311528675,14.845116681071737,5.223687006391945,5.2082192626737145,0.015467743718230141,0.140654867929755,sector,0.02,0.2,
Health Care,13283.0,0.9396220733268087,0.057667695550703904,0.007662237577446233,14.699314913799594,5.212649448208629,5.772347267223399,-0.5596978190147694,0.1403378083526381,sector,0.02,0.2,
Industrials,18167.0,0.9400011008972312,0.05471459239280013,0.008317396241258771,14.532614080475588,5.723262308625607,5.917551728782019,-0.1942894201564121,0.15509772836401203,sector,0.02,0.2,
Information Technology,16249.0,0.9335959135946827,0.06375776970890516,0.006791882497625702,10.726260077543234,6.332013626860827,7.3441951393406075,-1.0121815124797804,0.1729433174366941,sector,0.02,0.2,
Materials,5682.0,0.9301302358324534,0.06546990496304118,0.006743488556779563,14.966385075677579,4.505756415247296,4.522825014475245,-0.017068599227949455,0.12021372055402058,sector,0.02,0.2,
Real Estate,6916.0,0.931897050318103,0.05653556969346443,0.006563871169252265,18.015615962984384,3.643434219922683,3.970126487292343,-0.32669226736966045,0.09614318187644777,sector,0.02,0.2,
Utilities,7045.0,0.9520227111426544,0.034066713981547196,0.011299100117414435,19.63378282469837,5.7549277275292585,5.810638772721146,-0.05571104519188773,0.15601929877596832,sector,0.02,0.2,
test,46454.0,0.9335041115942653,0.05528049253024497,0.0077559495186377905,14.462801911568434,5.36268806422219,5.593936282191953,-0.231248217969763,0.1446552689882734,period,0.02,0.2,
train,68990.0,0.9381069720249311,0.06041455283374402,0.007312215338362908,14.506334251340775,5.040705123478776,5.421708196064803,-0.3810030725860279,0.1354099383579339,period,0.02,0.2,
ALL,115444.0,0.9362548075257268,0.05834863656837947,0.007490771414126823,14.488817088804963,5.170036565590093,5.490887347915107,-0.3208507823250148,0.13911455464969147,all,0.02,0.2,
above MA200,30025.0,0.9322564529558701,0.05368859283930058,0.007717829307793931,15.640965861781849,4.934368744229649,5.222753054113534,-0.2883843098838853,0.13237299225773835,trend_x_period,0.02,0.2,test
above MA200,44868.0,0.9342070072211821,0.06387625924935365,0.0063913955807905565,16.594833734510118,3.851436949018177,4.03365902179464,-0.18222207277646357,0.10190172238935413,trend_x_period,0.02,0.2,train
beaten-down,8953.0,0.9319781078967944,0.062437171897687924,0.0071004763113496384,10.64648721099073,6.669313709426689,6.407701914987037,0.26161179443965243,0.18294925146298913,trend_x_period,0.02,0.2,test
beaten-down,14460.0,0.9501383125864453,0.0495850622406639,0.00997281163954177,9.024412171507608,11.050926586696143,12.347971872382884,-1.297045285686741,0.3209214857418268,trend_x_period,0.02,0.2,train
below MA200,7476.0,0.940342429106474,0.053103263777421084,0.008694019469873438,14.301364365971107,6.079153881681474,6.498830311985395,-0.4196764303039202,0.1654976136256796,trend_x_period,0.02,0.2,test
below MA200,9662.0,0.9382115504036431,0.06054647070999793,0.007606473087039161,13.01200579590147,5.845734475030016,6.453194842131359,-0.6074603671013425,0.15866614447654648,trend_x_period,0.02,0.2,train
low vol,15081.0,0.9367415953849214,0.05132285657449771,0.008426201925675248,21.95305351104038,3.838282415445139,4.093575218740977,-0.2552928032958376,0.10153664918736438,vol_x_period,0.02,0.2,test
low vol,23386.0,0.9313264346190028,0.06555203968186095,0.0058386247362837785,20.909604036603096,2.7923172175154694,2.978818532008576,-0.1865013144931063,0.07289067523551873,vol_x_period,0.02,0.2,train
mid vol,16671.0,0.9324575610341311,0.0566852618319237,0.007360821942770644,13.605662527742787,5.4101165068305,5.812501634293264,-0.40238512746276484,0.14602343775177773,vol_x_period,0.02,0.2,test
mid vol,21795.0,0.9351686166551961,0.0636843312686396,0.006415565640666321,14.922367515485202,4.29929475601561,4.511725553206552,-0.21243079719094227,0.11440312175380729,vol_x_period,0.02,0.2,train
high vol,14687.0,0.9316402260502485,0.057465786069313,0.007579122018775934,7.752093688295772,9.776871028041116,9.596653042886711,0.1802179851544052,0.2792280223754884,vol_x_period,0.02,0.2,test
high vol,23779.0,0.9476008242566971,0.05223096009083645,0.009612999302970167,7.837167248412465,12.265910625956622,13.450466153653844,-1.184555527697223,0.36194187746949513,vol_x_period,0.02,0.2,train
6m losers,15219.0,0.9321900256258624,0.05985938629344898,0.007278041236048762,12.632498850121559,5.761363070283381,5.812632591525219,-0.05126952124183794,0.1562066784598899,mom_x_period,0.02,0.2,test
6m losers,23118.0,0.9482221645471062,0.05104247772298642,0.00953441865623816,10.488883121377281,9.09002278498667,9.985535917183281,-0.8955131321966103,0.2572974359728266,mom_x_period,0.02,0.2,train
6m middle,15569.0,0.9335859721240928,0.051191470229301816,0.00797861336226918,16.932815209711606,4.711923719390232,5.01541765599299,-0.30349393660275753,0.12604614666858938,mom_x_period,0.02,0.2,test
6m middle,22768.0,0.9349086437104709,0.06258784258608574,0.006498372876010418,17.042603654251582,3.8130164896425804,4.036209717650244,-0.22319322800766342,0.10083579060392212,mom_x_period,0.02,0.2,train
6m winners,15530.0,0.9350289761751449,0.05447520927237605,0.008087916531845468,13.850547327752736,5.839420161858498,6.155953293760835,-0.31653313190233706,0.15848189902382237,mom_x_period,0.02,0.2,test
6m winners,22807.0,0.9310299469461131,0.06774235980181523,0.0058755185088158616,16.106195466304204,3.6479865906930304,3.827397497232508,-0.17941090653947778,0.09626889252119519,mom_x_period,0.02,0.2,train
above MA200,74893.0,0.9583272134912475,0.007584153392172833,0.010491464627264175,23.31794693763102,4.49930890370662,4.623019296922517,-0.1237103932158972,0.12003180794905077,trend,0.02,0.5,
beaten-down,23413.0,0.9731772946653569,0.00794430444624781,0.01331438733099287,15.004612821936531,8.873529419917736,9.193705381260207,-0.3201759613424707,0.2504628818308816,trend,0.02,0.5,
below MA200,17138.0,0.9679659236783755,0.008635780137705683,0.01202317933998052,19.799218111798343,6.072552598840211,6.347857012672544,-0.2753044138323335,0.16530386421987675,trend,0.02,0.5,
low vol,38467.0,0.9547924194764343,0.007564925780539164,0.009880872267187498,28.716042321990276,3.440889296788955,3.5946805439251404,-0.15379124713618544,0.09056454750884235,vol,0.02,0.5,
mid vol,38466.0,0.9593407164768887,0.007981074195393335,0.010006667827334456,21.806322466593876,4.588883725196735,4.7383668806329275,-0.14948315543619262,0.12256174420345833,vol,0.02,0.5,
high vol,38466.0,0.9741589975562834,0.007877086257994072,0.013987733421480629,12.806816409296522,10.922100367837611,11.179752657568688,-0.25765228973107696,0.31664486299489925,vol,0.02,0.5,
6m losers,38337.0,0.9706549808279208,0.007825338445887784,0.012884852967115414,17.044839189294937,7.559386641328823,7.8299495284727785,-0.2705628871439551,0.20976312717055068,mom,0.02,0.5,
6m middle,38337.0,0.9583431150063907,0.007434071523593396,0.010591838467292648,23.96348175391919,4.419991458695424,4.585092334434454,-0.16510087573902898,0.11779632064196166,mom,0.02,0.5,
6m winners,38337.0,0.9591517333124657,0.00808618306075071,0.010407214977967542,22.395857787515975,4.646937427763445,4.743701530235861,-0.0967641024724158,0.12420444233605177,mom,0.02,0.5,
NASDAQ-100,21367.0,0.9700472691533674,0.007441381569710301,0.013537586346228911,18.32657836851219,7.386859714898289,7.81654299686614,-0.4296832819678507,0.20451879372423099,index,0.02,0.5,
S&P-only,94077.0,0.961116957385971,0.007897785856266675,0.01078119679601757,21.741647799143255,4.958776306017803,5.082801351992699,-0.1240250459748956,0.13306935121891916,index,0.02,0.5,
(NASDAQ-only),2411.0,0.9668187474077147,0.013687266694317711,0.014249092322042276,16.192451265035256,8.799836472449776,9.041494373388199,-0.24165790093842168,0.24814489570401155,sector,0.02,0.5,
Communication Services,5190.0,0.9570327552986513,0.010789980732177264,0.008764048612728384,20.90732177263969,4.191856187049951,4.33722892411916,-0.14537273706920964,0.11139128659797248,sector,0.02,0.5,
Consumer Discretionary,10681.0,0.9632993165433948,0.010485909559030053,0.010962224864672706,18.62391161876229,5.8861022802691085,6.304932272706293,-0.418829992437184,0.1598447272888801,sector,0.02,0.5,
Consumer Staples,7706.0,0.9545808460939528,0.003244225279003374,0.011342007556458715,27.05982351414482,4.191456588964807,4.066141069465288,0.12531551949951922,0.1113800997756973,sector,0.02,0.5,
Energy,4759.0,0.953141416263921,0.024164740491699938,0.002390357217464121,18.66043286404707,1.2809762961445585,1.4898716623648325,-0.20889536622027396,0.03280513793950535,sector,0.02,0.5,
Financials,17355.0,0.9615672716796312,0.0076058772687986175,0.010994308349649486,21.37378277153558,5.143828992353706,5.100851573723829,0.042977418629877105,0.13836288413312525,sector,0.02,0.5,
Health Care,13283.0,0.9677783633215388,0.0060227358277497554,0.012304843736068929,21.54799367612738,5.710435932465135,6.0524436394337,-0.3420077069685656,0.15472464585487056,sector,0.02,0.5,
Industrials,18167.0,0.966918038201134,0.0045136786480982,0.0131238665305967,20.789343314801563,6.312785513168562,6.423719536310958,-0.11093402314239537,0.17237546615774635,sector,0.02,0.5,
Information Technology,16249.0,0.9699058403594067,0.008246661333005108,0.012498033691629372,17.556834266724106,7.118614609991051,7.642240097646945,-0.5236254876558942,0.1964098351595247,sector,0.02,0.5,
Materials,5682.0,0.9563533966913059,0.01003167898627244,0.009587806485202653,22.62214009151707,4.238240257736677,4.215809875754187,0.02243038198249006,0.11269057962007212,sector,0.02,0.5,
Real Estate,6916.0,0.9525737420474263,0.007518796992481203,0.009281903177783563,24.959658762290342,3.718762049666676,3.9503911123497897,-0.23162906268311392,0.09822515711441837,sector,0.02,0.5,
Utilities,7045.0,0.9618168914123492,0.0034066713981547197,0.013256307770799601,24.39872249822569,5.433197484730448,5.495254260565279,-0.0620567758348315,0.14668984404417929,sector,0.02,0.5,
test,46454.0,0.9604770310414603,0.004133120936840745,0.012781068288498069,20.441038446635382,6.252651166360801,6.396753911419353,-0.14410274505855186,0.17060132456611243,period,0.02,0.5,
train,68990.0,0.9643136686476301,0.010291346571966951,0.010288281086605724,21.55971879982606,4.7719922426301435,4.963669161578166,-0.19167691894802302,0.12775115450773256,period,0.02,0.5,
ALL,115444.0,0.9627698277952947,0.007813312082048439,0.011291364284318093,21.10956827552753,5.348931885740294,5.522071499124457,-0.17313961338416345,0.1442587488179201,all,0.02,0.5,
above MA200,30025.0,0.9576353039134055,0.0032306411323896754,0.012626601370020646,21.651090757701915,5.831854621702604,6.037112544539522,-0.20525792283691857,0.1582611824252229,trend_x_period,0.02,0.5,test
above MA200,44868.0,0.9587902291165196,0.010497459213693501,0.009062662792966613,24.43338236605153,3.7091314895307117,3.7844855560419033,-0.07535406651119166,0.09795875999002779,trend_x_period,0.02,0.5,train
beaten-down,8953.0,0.9641460962805763,0.00658996984251089,0.01277488582000215,16.864961465430582,7.57480878102676,7.360262504226976,0.21454627679978375,0.21023302272555777,trend_x_period,0.02,0.5,test
beaten-down,14460.0,0.9787690179806362,0.008782849239280775,0.013648423086725921,13.852766251728907,9.852489270886613,10.575732363747447,-0.7232430928608342,0.28166562270902706,trend_x_period,0.02,0.5,train
below MA200,7476.0,0.9674959871589085,0.004815409309791332,0.013408839940147143,19.86383092562868,6.750379617280578,6.991435548621746,-0.2410559313411676,0.18536669855331067,trend_x_period,0.02,0.5,test
below MA200,9662.0,0.9683295383978472,0.011591802939350032,0.010951020506732159,19.749223763196024,5.5450384471009455,5.846996503674245,-0.30195805657330027,0.14992444635356006,trend_x_period,0.02,0.5,train
low vol,15081.0,0.9543133744446655,0.0027849612094688683,0.012022276919427284,28.45633578675154,4.22481552421957,4.442623366704755,-0.21780784248518392,0.1123143755730891,vol_x_period,0.02,0.5,test
low vol,23386.0,0.9551013426836569,0.010647395877875653,0.008499938222869182,28.8835200547336,2.9428332165754023,3.0559524547489056,-0.11311923817350324,0.07696670946112927,vol_x_period,0.02,0.5,train
mid vol,16671.0,0.9587307300101974,0.00461879911223082,0.011660450796274847,20.24401655569552,5.759949249297693,6.036062896821257,-0.2761136475235633,0.15616550924398798,vol_x_period,0.02,0.5,test
mid vol,21795.0,0.9598072952512045,0.010552879100711171,0.008741688892936417,23.00133058040835,3.8005144364918833,3.8647490819850407,-0.06423464549315766,0.1004891569352504,vol_x_period,0.02,0.5,train
high vol,14687.0,0.9687478722679921,0.004970381970450058,0.01482534982142768,12.428678423095255,11.928339696905244,11.656531593903281,0.2718081030019621,0.35041914675422436,vol_x_period,0.02,0.5,test
high vol,23779.0,0.9775011564826107,0.009672400016821566,0.013470383151661783,13.04037175659195,10.32975393884186,10.89908553176684,-0.5693315929249815,0.2971576464813255,vol_x_period,0.02,0.5,train
6m losers,15219.0,0.9633353045535187,0.005585123858334976,0.012887020368988552,18.82081608515671,6.847216566316735,6.877637336457297,-0.03042077014056132,0.18826090057965406,mom_x_period,0.02,0.5,test
